"do_urls_link","do_urls_date_date","do_urls_date_user","do_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 6:52 PM","Tkeng","Great results. See how market reacts tomorrow. Trading volume might shrink eventually. Healthy to let price correct itself. Congrats!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 7:19 PM","huattttt","从一块钱hold到现在，看到有些人真傻，一点点波动都受不了，跌一点就开始喊爹叫娘的哈哈哈，可笑可笑"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 7:31 PM","Jokers2020","price now already factor in for the qtr result..as usual ada insider news month ago..sell on news"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 7:50 PM","lee9fold","on 24th Nov Inari release very good QR report, but then on that day the price drop, next day open high, and eventually the stock go into correction mode for few weeks before resume impulsive uptrend again during mid of Dec.
not sure how the operator of D&O going to play the game
but it seems some insiders already dispose ahead of good QR result, foresee it will undergo some correction for few weeks before resume the impulsive uptrend
for long term investors who bot during early days, nth to worry
just a short term correction to flush out weak holders and opportunist
once the process is done we will be moving up again haha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 9:08 PM","mooninvestor168","outstanding growth considering the covid, imagine this counter for the next 2-3 years. hold for long term. if can't wait, sell tomorrow. i pick it up cheap2 hahaha. future looks great."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 9:12 PM","vanbasten9","Thanks joker n leefold for your insight"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 24, 2021 10:16 PM","onionchong","I hope correction can continue so I can buy cheap ticket"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:09 AM","vanbasten9","You wish may come true chong"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 8:44 AM","kenari82","Gap up"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 9:02 AM","kenari82","fly high"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 9:14 AM","BostonMaxwell","Dead cross macd.... Dead cat rebound..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 9:55 AM","Swimmer","No Dead car rebound.... It is expected. D&O will continue to grow. Break 4 very soon."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 10:09 AM","ramunia","Why no correction? Hahaha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 10:48 AM","Swimmer","Cause it is not possible to press a good company down....better fast fast buy. New cheap price now is 35-4."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 10:50 AM","mooninvestor168","luckily top up more yesterday :) good counter."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 10:56 AM","troy88","Congrats! Monster performance today."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 10:56 AM","The St. Goreng","Mana semua itu PE gang? semua kena silent ady"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 10:58 AM","ragriz","can we see pass 3.8 today?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 11:20 AM","007007","This is another Penta type of investment. PE ratio now halved."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 11:31 AM","hengsoon","D&O net profit surged 119% to RM30.32 million for the fourth quarter ended Dec 31, 2020, from RM13.85 million in the previous year’s corresponding quarter, benefiting from increased demand and recovery in the automotive industry. revenue for the quarter grew 39% to RM209.57 million from RM150.47 million a year earlier."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 11:36 AM","Tkeng","Correction works both ways leh.
Good qr4. Can imagine what this year revenue and profits will be.
TP now becomes dynamic. Anything can happen. lol."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 11:38 AM","Godblessyou","Congratulations to those who bought the dip yesterday. Clear sky ahead. Cheers"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 11:51 AM","wkkht","D&O rises to a record high after earnings beat expectations
TheEdge Thu, Feb 25, 2021 11:24am - 22 minutes ago
KUALA LUMPUR (Feb 25): D&O Green Technologies Bhd shares rose to a record high after the group delivered all-time high earnings.
D&O, which is among the top 10 gainers, rose as much as 46 sen or 13.81% to a high of RM3.79 today.
At 11.04am, the counter pared some gains at RM3.75, still up 42 sen or 12.61%.
The group announced yesterday that its net profit surged 119% to RM30.32 million for the fourth quarter ended Dec 31, 2020, from RM13.85 million in the previous year’s corresponding quarter, benefiting from increased demand and recovery in the automotive industry.
Its revenue for the quarter also grew 39% to RM209.57 million from RM150.47 million a year earlier.
For the full year, its net profit rose 42% to RM49.65 million from RM34.87 million in the preceding year, while revenue climbed 14% to RM575.78 million from RM504.31 million.
Analysts have raised D&O earnings forecasts after its earnings beat their expectations.
Public Invest Research’s analyst Chong Hoe Leong said in a note today D&O’s FY20 core earnings surpassed his and consensus expectations, coming in at 134% of house and 125% of street expectations, respectively.
He said the sterling results were mainly driven by strong post-pandemic global auto sales recovery coupled with higher adoption of automotive LED for exterior lighting and infotainment.
“In view of its increasing global market share especially in the exterior LED segment and its leading technology position in the smart RGB LED, we bump up our FY21-23 earnings forecasts by 50%-100%,” he said.
Chong, who maintained an ""outperform"" call on the stock, also raised D&O's target price to RM5.09 (from RM1.88), after rolling forward its valuation base year to FY22, based on a higher price to earnings ratio of 45 times (from 40 times).
Kenanga Research’s analyst Samuel Tan also said in a note today the group’s numbers exceeded his/consensus full-year estimates by 20%/34%.
“We expect product demand to remain elevated in FY21, fuelled by the continuation of strong car sales and increased adoption of interior and exterior LEDs,” he said.
He raised D&O FY21 profit after tax and minority interests (PATAMI) by 23% to RM100.5 million and introduced FY22 PATAMI of RM121.9 million. The forecast represented growth of 102% and 21%, respectively.
Tan, who maintained ""outperform"" on the stock, raised D&O target price to RM4.20 from RM3.40, based on 48 times FY21 price earnings ratio to reflect improving prospects ahead.
“Being a renowned brand name in full range automotive LED, we believe D&O is a prime proxy to the potential boom in the automotive market,” he added."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:01 PM","Swimmer","Ragriz, easily surpass 38. Break 4 very very soon."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:01 PM","kentrade888","Bonus issue is coming."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:03 PM","kenari82","Fly fly.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:05 PM","LOOK009","The stock price will exceed 4 tomorrow."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:07 PM","ragriz","yes swimmer .. fly2"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:10 PM","stockfreak","Stock market now controlled by (hoot9e) newbies..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:25 PM","dalpinia","LIMIT UP NOON!!!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:25 PM","LOOK009","收益超出预期 提振D&O创新高
TheEdge Thu, Feb 25, 2021 12:12pm - 12 minutes ago
（吉隆坡25日讯）D&O Green Technologies Bhd收益创史上新高，提振股价刷新纪录。
D&O今早上涨46仙或13.81%，至3.79令吉，成为十大上升股之一。
截至早上11时04分，该股回落至3.75令吉，扬42仙或12.61%。
该集团昨日宣布，截至2020年12月31日第四季净利剧增119%至3032万令吉，上财年同季为1385万令吉，得益于汽车业提高需求与复苏。
季度营业额也上升39%至2亿957万令吉，一年前为1亿5047万令吉。
全年净利弹升42%至4965万令吉，上财年报3487万令吉，营业额则增加14%至5亿7578万令吉，之前为5亿431万令吉。
D&O的收益超出分析界预期，促使分析员调高其收益预测。
大众投资研究分析员Chong Hoe Leong今日在报告中表示，D&O的2020财年核心收益超出其与其他券商预期，分别达134%及125%。
他表示，业绩走强主要受到全球汽车销售强劲复苏的推动，加上越来越多人把汽车LED用于外部照明和信息娱乐系统。
“有鉴于此，我们把2021财年至2023财年收益预测大幅度调高50%至100%。”
Chong维持给予该股的“超越大市”评级，并把目标价上调至5.09令吉（之前为1.88令吉）。"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:33 PM","dalpinia","TP RM5 2021, RM8 2022, RM10 2023..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:41 PM","drnara78","Tq d&o for a good run. Will revisit during the election dump.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 12:59 PM","ramunia","Next station rm4. 20"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 1:01 PM","amateurJR","Geng"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 1:05 PM","kancil850","not too long ago bought at 2.8, terbaik la d&o rm 5 nexttt"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 1:30 PM","paperplane","wow"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 2:14 PM","lee9fold","paperplane duit kah"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 2:15 PM","Endgame","Tp 5"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=72","Feb 25, 2021 2:36 PM","Ahgong888","break thru 4"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 2:38 PM","LOOK009","When it is announced that bonus issue's share price will exceed 6."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 2:39 PM","kenari82","wau...touch RM4 already..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 2:41 PM","harold8990","wah...."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 2:49 PM","shlyw","(D&O) is better than (GENETEC 0104). The stock price is indeed so low and unreasonable."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 3:19 PM","Swimmer","Investors here is smiling from ear to ear & there is more to come."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 3:32 PM","Swimmer","Will close @4 today"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 3:41 PM","lee9fold","this kind of stock, buy early, and buy again when got correction, sure win"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 4:05 PM","mooninvestor168","healthy profit and growing company in upcoming sector. investors here can sleep well haha."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 4:39 PM","Seeyounoup","where is all the haters ?ahhahahahahaha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 4:41 PM","Seeyounoup","Target RM 7"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 4:44 PM","Jokers2020","tp 7..ban ban tan..next year"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 4:45 PM","Godblessyou","All I can say is sky is the limit for D&O. No need to set a TP because IB will have to revise and upgrade them from time to time."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:00 PM","Seeyounoup","go back to your Genting, and ban ban tan . LOL"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:00 PM","Seeyounoup","when d&o hit RM 7, dont cry ok soh zaI"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:00 PM","PureBULL ...","TECH & EV.MATERIAL THEME.PLAY
Stocks that enter TECH & EV.MATERIAL UNI 1st day today r :
D&O, FRONTKN, INARI, PMETAL
More stocks r on the way n arriving soon for the auspicious month/s.
Super bull run into Uni is the most exciting time for growth stocks, like gloves did on 1st July to 1st week August last year.
NB: BE GREEDY WHEN OTHERS R FEARFUL
selling into the NEW.HIGH."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:02 PM","Seeyounoup","HAAHHA Yesterday Comment by Jokers2020 , really ...please la . quit stock market la N O O B. dont make share of yourself Newbie
Comment below by Jokers2020:
Feb 24, 2021 7:31 PM | Report Abuse
price now already factor in for the qtr result..as usual ada insider news month ago..sell on news"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:05 PM","Bilisbilishere","If buy tomorrow will chase high?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:06 PM","dunnonuts","rising high"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 5:45 PM","Ahgong888","TP 5.50-6.00 ~~~ Journey to bonus issue"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 6:32 PM","Sogbashen","Next uwc in the making?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 7:54 PM","JohnFarmer458","Can just hold until bonus issue"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 25, 2021 8:00 PM","Slc1","No announcement for BI."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 8:54 AM","thundery","Run, Nasdaq drop like no body else last night"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 9:19 AM","narly__","today will get green ka?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 9:33 AM","LRWoo99","The price will rebound at noon .. no worries"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 9:44 AM","mooninvestor168","congratz guys :) let's test 4.0 today."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 9:47 AM","kenari82","not even noon...price already shoot up"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 9:53 AM","newbiemimi","Already 4.0 !"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 10:00 AM","Booyeah","it's a bubble ready to pop. beware"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 10:08 AM","WenJun","Luckily didn’t wait it to fall too much before buying the dip"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 10:11 AM","Swimmer","D&O is top dog today. It is just the beginning more to come. Don't even think about buy on weakness just buy only."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 10:13 AM","Seeyounoup","Hi Clown comment detected as below :
thundery
Run, Nasdaq drop like no body else last night
26/02/2021 8:54 AM"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 10:16 AM","PureBULL ...","Stock: [D&O]: D&O GREEN TECHNOLOGIES BHD
Posted on Feb 4, 2021 10:37 AM | Report Abuse
EV.CAR material co on KLSE r
i. metals : PMETAL, PMBTECH, MSC
ii. semicon : D&O, MPI, UNISEM
+++++++++++++++++++++++++++++++++++++++
EV cars r now 5% on the road.
It will increase asap to 50% in 3-5 years.
D&O a brilliant intelligent stock is doing well now.
Can mkt imagine how good can it be with 50% EV cars on the road?
Same applies to all EV.CAR material stocks above ...
POSITION WELL AHEAD OF TIME IN THE BIGGEST BIZ WAVE IN HUMAN HISTORY,
i.e. EV.CAR.ECONOMY will U ?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 11:23 AM","paperplane","memang wow"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 11:51 AM","Dragon88","well done D&O but it is time to take partial profit."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 12:35 PM","Toplove888","Anytime goin rm5 Bonus issue comin"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 12:42 PM","lee9fold","those buy recently surely rush to take profit, so short term might see some correction
but those who buy way earlier just tambah during correction, go for long term sure win"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 12:45 PM","lee9fold","I notice that for d&o will undergo correction when the RSI hit 85 above, but so far the operator control the RSI at 70+, maybe still some room to go"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 2:34 PM","narly__","hope today still can go to RM4.20... or no chance?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 2:41 PM","lee9fold","now not the time to bet lah, now is consider chasing high edi, very risky"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 4:10 PM","jhayi","Damn.. After 4pm..price drop.
Bought at Rm3.98... High. Now Rm3.930 Rm3.Rm3R.rRm3.930. :(
Now"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 4:11 PM","jhayi","Newbie... Here"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 4:15 PM","WenJun","Successful day trade with >3.5% returns from this counter today, still going to hold 100% cash at closing today."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 4:18 PM","lee9fold","now not the time to chase high lah, unless u got holding power to hold along the thunder storm lah"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 4:35 PM","mooninvestor168","US market dipped, if this counter still can remain green during closing. good signs ahead :)"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 5:00 PM","troy88","Very resilient can close green despite Nasdaq causing havoc on tech stocks. Will surge again very soon.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 5:03 PM","Toplove888","Yah unbelievable stock already made profit on this counter... goin hold till bonus issue ;)"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 5:41 PM","Alucard311","Didn’t collect enough at 3.92. Aiya. Hopefully next week still got chance"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 6:11 PM","Swimmer","jhayi...no worries. B investor u gain alot more."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=73","Feb 26, 2021 7:43 PM","ezup88","When is the bonus issue?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 26, 2021 8:22 PM","TCSS38","Sui sui le tis one... Lai lai uwc next..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 26, 2021 9:56 PM","lee9fold","how come so many so called ""investor"" only appear when the price spike?
when early days I didnt see u all at all, all punters kah?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 26, 2021 9:57 PM","lee9fold","swimmer is here since very early days, then I come here
back in those days here very quiet haha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 26, 2021 11:24 PM","Swimmer","lee9fold... Haha, those were the days when so many traders make kacang putih."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 27, 2021 9:09 AM","vanbasten9","Gud morning investors next week try not to lose your pants.......kekeke"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 27, 2021 9:09 AM","vanbasten9","Sharp violent moves cumming.... Volatility is your friend"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 27, 2021 10:58 AM","tean2020","Tech stocks all moving upward next week ! Huat ah !"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 27, 2021 4:07 PM","lee9fold","they are gone now haha
I do trade other stocks, but this stock definitely a gem, worth to go for long term, might can replicate the fairy tale of uwc and greatch, who knows haha
Swimmer lee9fold... Haha, those were the days when so many traders make kacang putih.
26/02/2021 11:24 PM"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 27, 2021 5:58 PM","Swimmer","It would be even more amazing if it could follow mpi, kesm or vitrox trend. However, even if it replicate like it's big brother MFCB it is still excellent."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 27, 2021 11:13 PM","Hamsip","Haha replicate vivacom???"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 28, 2021 12:42 AM","lee9fold",""
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 28, 2021 9:30 AM","vanbasten9","Sharp violent trading days are here"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 28, 2021 10:04 PM","vanbasten9","Fierce selling"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 28, 2021 10:26 PM","Seeyounoup","when i bought D&O 1.18 at November 2020, people like vanbasten9 complained fierce selling , now stand at 4.02, people like vanbasten9 still talking about fierce selling.
I pity you , losers."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 28, 2021 10:27 PM","Seeyounoup","while i bag in 45k shares at 1.18 at Nov 2020, and another 20k shares at 3.58 at recently .
People like vanbasten9 still jealous at other, talking negative.
Aduh, I pity u ."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Feb 28, 2021 11:22 PM","HydrogenBond","vanbsten sour grape lah haha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 9:32 AM","Targeted","Don't miss the golden boat for 2021, last call..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 9:46 AM","Swimmer","Got fierce selling i will fierce buying..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 9:48 AM","kenari82","Heading to RM5"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 10:14 AM","kenari82","very powerful"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 10:15 AM","Ahgong888","journey to bonus issue by this run rate"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 10:15 AM","troy88","Damn bullish D&O. Keep it up!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 10:22 AM","Seeyounoup","4.29...wow"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 12:31 PM","Toplove888","Rumors say will go 7 ... let see bonus for sure"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:02 PM","SuperPanda","overvalue, tesla will drop more, d&o will follow"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:11 PM","SuperPanda","scib, kpower, jftech and rest of other tech has shown similar trend
its just about time"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:14 PM","alphajack","very powerful..haha regret sold at 3.50 ish cis..this panda fella so jealous ya.. I think you must be sad lonely ah pek with fat wife that is why must come make noise here. Pls kesian him la maybe he needs a friend kakakaka"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:15 PM","Targeted","Its all in the growth prospects, DnO will be the star of 2021.........."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:22 PM","Targeted","DnO doesnt need rumours, just take a look at revenue growth......... These guys spending huge money on R&D (200 staff) and naturally staying ahead of competition........"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:23 PM","Godblessyou","Why would people compare SCIB, KPOWER to D&O. They are all entirely different companies. That’s not the correct way to compare in my opinion. Perhaps you could enlighten us why do you think it’s overvalue?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:30 PM","Swimmer","Panda got super burned from buying other tech without knowing why. Doesn't even know tesla is only 1 of many D&O customers. Let me help you put money into your pocket. Just buy now & u will profit instantly."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:35 PM","Targeted","DnO is actually not a star of 2021......
Its a SuperStar!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 1:59 PM","mooninvestor168","why would anyone sell a high growth share even before it peaked hahaha. collect collect. prospect is great."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 2:01 PM","SuperPanda","its not im talking the facts myself, go and find out
btw, those knew me in i3 know for what im doing, im buying d&o at 1.70, it hit my tp and i sold with profit,
at vs it hit my tp and i sold with profit, eg, ataims too
of course some counter i bought it went down, thats normal, as long as i believe why im buying, im stick to it
if after bought it hit my cut loss, follow plan cut your loss small and move on
thats why my comments in i3 >10ks, im a seasoned i3 user and bursa trader/investor and still making profit"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 2:03 PM","SuperPanda","you a newbie, tq
___________
Swimmer Panda got super burned from buying other tech without knowing why. Doesn't even know tesla is only 1 of many D&O customers. Let me help you put money into your pocket. Just buy now & u will profit instantly.
01/03/2021 1:30 PM"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 2:14 PM","SuperPanda","some of latest proof of winning trade to show my credibility for you to judge (of course i have misses to)
ays bought last fri went .48 today
Stock: [AYS]: AYS VENTURES BHD
Feb 28, 2021 12:48 PM | Report Abuse
bought 41c, queue .39 cannot get"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 2:55 PM","pojiekun","powerfulll"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 2:59 PM","Targeted","To 6 in a hurry, slow down abit la........ Hehehe"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:00 PM","LA777","Geng!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:00 PM","Hwai Hooi","after push then announce some news?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:02 PM","kenari82","too fast...."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:04 PM","Seeyounoup","sau pei la superpanda. my price 1.18 i still diam diam holding . dont sour grape we earn a lot. hahahahaha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:05 PM","Seeyounoup","who care how many comments you wrote in i3? LOL ."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:10 PM","WenJun","OMG, this is crazy... Sold way too early"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:12 PM","wallstreetrookie","go go . D&O better than MPI. Pangsai pang72 not here. Later 4pm limit up"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=74","Mar 1, 2021 3:12 PM","Swimmer","When u said tesla drop D&O will follow, it is evidence enough that u hv much to learn compared to a newbie. To save your pride & ego, u went on to tell us a fairytale. U r a real falsehood. Hahaha"
