"kossan_urls_link","kossan_urls_date_date","kossan_urls_date_user","kossan_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=253","Sep 23, 2021 5:17 PM","tamp0i","I just follow Keyman now he load up... I also load up... Be it long/short/mid term... Sapu first then think when to sell"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=253","Sep 23, 2021 8:58 PM","NatsukoMishima","副财长：政府不随便征收暴利税 须顾及国内外投资者
（吉隆坡23日讯）财政部第一副部长莫哈末沙哈阿都拉指出，政府在是否征收暴利税一事上必须谨慎行事，因为在落实新的税收政策时，必须考虑国内外投资者的意愿。
“我们不可以在不考虑大环境，就冒然征税。我们必须研究，国内投资者或外国投资者是如何投资的。”
他说，如果有新的政策或新的税收措施涉及暴利税，这会影响公司投资者在我国投资的承诺或意愿。因此，我们必须谨慎行事。”
他是今日在国会下议院问答环节，针对麻坡国会议员赛沙迪询问，政府橡胶生产公司是否被征收暴利税 一事，如是回应。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=253","Sep 23, 2021 10:07 PM","albertyek","my friend a Tan Sri from Ayer Tawar Perak told me to speak out my mind here..so to those who have bought this counter way back at RM5.00 should be tying Kossan gloves end to end to make an elastic rope to be used for bungee jump of menara PNB 118 before it is open. Sekian."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 23, 2021 10:55 PM","topgfan","This video shared some good insight on gloves. Hopefully we all can get through this glove slump https://youtu.be/wtbbiNScZTI"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 9:04 AM","NatsukoMishima","（新加坡23日讯）新囯今日新增1504起确诊病例，再次创下单日新高，累计病例达到8万2860起。
新加坡卫生部发文告指出，截至今日中午12点，新囯新增1504起确诊病例，当中包括1491起本土感染病例及13起输入型病例。
新国病例连续三天超过千，今日的1491起本土病例中，1218起是社区病例，另外273起来自客工宿舍。 社区病例中，343人是年过60岁的年长者。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 1:49 PM","NatsukoMishima","China government suddenly ordered all industries which are high consumed energy to stop production immediately , this includes rubber , garment , metal ...."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 2:48 PM","NatsukoMishima","进口劣质“快筛包”显示准确率99% 害日本上班族全家染疫
日本厚生劳动省（卫生部）正针对“医疗用”的新冠抗原快筛试剂盒推动市面销售。但目前，在日本药局或网路上已经早一步开卖未被政府承认的“研究用”快筛包，因为检查流程非常简单，而被民众广泛使用。
不过，日本最近却出现一些家用快筛检测呈阴性，后来又遭确诊的案例，虽然并非所有快筛包都是劣质品，但部分快筛确实有“夸大表示”的情况，包装外面显示“准确率达99%”，因此厚生劳动省也呼吁不要太相信市面贩售快筛的检测结果。
Do u still dare to buy cheap cheap PPE for protection ??"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 4:18 PM","NatsukoMishima","https://www.orientaldaily.com.my/news/international/2021/09/24/439811?..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 4:26 PM","NatsukoMishima","中国限电限产影响扩大 上市公司受波及
（上海24日讯）中国多地积极推动“能耗双控”（同时控制能源消耗总量和强度）政策，各类高耗能、高污染的行业被迫限电限产，而波及范围明显扩大，更多上市公司发布公告披露相关影响，除了钢铁、水泥、化工等高耗能产业，光伏等行业也开始受波及。
《上海证券报》周五报导，今年8月，国家发展和改革委员会在例行新闻发布会上直接点名9个省份：青海、宁夏、广西、广东、福建、新疆、云南、陕西、江苏，上半年能耗强度同比不降反升。此外，还有10个省份的能耗强度降低率未达到进度要求，全国节能形势十分严峻。
面对能耗双控目标考核，多地下发能耗双控的政策文件，对高污染、高能耗企业实行限电，云南、江苏、新疆、广西等地还对能耗双控举措进行了加码。
随著“能耗双控”政策执行纷纷落地落实，限电限产措施在多个省份密集推出，“双高”企业轮番接到限产通知。企业与相关产业链都受到波及。目前，10多家上市公司发布公告，披露当地政策带来的影响。
根据该报记者采访了解到，目前，限电限产的范围不仅涵盖前期的钢铁、水泥、化工等高耗能产业，也开始涉及其他行业。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 4:28 PM","kamirise360","Gloves are really risky counter now
Posted by topgfan > Sep 23, 2021 10:55 PM | Report Abuse
This video shared some good insight on gloves. Hopefully we all can get through this glove slump https://youtu.be/wtbbiNScZTI"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 4:36 PM","niet","NatsukoMishima thanks for the info."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 6:34 PM","5c0160","next week 2.00"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 24, 2021 11:27 PM","niet","Owners of topglov bought 9 million shares of topglov on 23/09/2021"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:30 AM","Keyman188","Next week can reach Keyman188's desire entry level !!!...
Amboi...tunggu lama tak sampai...
Posted by Keyman188 > Sep 21, 2021 7:55 PM | Report Abuse X
When is the next level can visit !!!...
Keyman188 need to change next entry level liao...
Next 5th batch @ 2.21...
Final batch @ 2.01...
BRAVO..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:32 AM","Keyman188","Seem like this then better stay below RM 2.00 for the next 10 years lorrr...
Can !!!...
wkwkwk...kekeke...hehehe...
Posted by tamp0i > Sep 23, 2021 5:17 PM | Report Abuse
I just follow Keyman now he load up... I also load up... Be it long/short/mid term... Sapu first then think when to sell"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:33 AM","jolow","kossan will pengsan
china will kill them. Sell all glove stock before too late"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:35 AM","Keyman188","Tapi woorrr Keyman188 tak pengsan worrrr...
Keyman188 memang degil investor worrr...
Keyman188 no plan to sell after bought worrr...
Can bohhh....
wkwkwk...kekeke...hehehe...
Posted by jolow > Sep 25, 2021 11:33 AM | Report Abuse
kossan will pengsan
china will kill them. Sell all glove stock before too late"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:41 AM","jolow","kossan operating cost is high. cannot compete with china."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:41 AM","jolow","Kossan can go back Tongsan to open glove factory if still want to survive"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:42 AM","jolow","epf also start selling on msia glove factories. No hope amymore"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:45 AM","Keyman188","Amboi...Penny trader @jolow...
You need more & more homework b4 can really threaten Keyman188 ""buying behaviour""...
Don't just a few word lahhh....boring comments...no so excited comments...so fearless comments...be more creative...
Adui...
Can make more until RM 1.50 !!!...
Kesian penny trader...
Posted by jolow > Sep 25, 2021 11:41 AM | Report Abuse
kossan operating cost is high. cannot compete with china.
Posted by jolow > Sep 25, 2021 11:41 AM | Report Abuse
Kossan can go back Tongsan to open glove factory if still want to survive"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 11:49 AM","Keyman188","Keyman188 still holding Ambank, Axiata, Danco, DLady, GBGARQS, Genting, HLFG, HLCap, IJM, KPS, Padini, Simeplt, SPSetia, Tenaga...
Can this penny trader @jolow more welcome to this (Keyman188 other holding counters) give more creative fear & threaten comments so let Keyman188 to bet in some more !!!...
Adui...
So boring since no chance to bet in again...
Memang kesian Keyman188...
Amboi..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 12:05 PM","BountyOfTheBourse","so how come keyman every day lepakking in kossan room"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 12:21 PM","Keyman188","Really laugh die keyman188...
Keyman188 thought need permission from BountyOfTheBourse to go anyway lepak...
Keyman188 thought this so-hai + so-ham BountyOfTheBourse already privatized 3iii...
Amboi Keyman188 plenty of time lepak mahhh...
Amboi Keyman188 suka lepak during leisure time mahhh...
Adui...don't jealous Keyman188 so much lahh...
Keyman188 nothing to do so better come here become lepakking lorr...
wkwkwk...kekeke...hehehe...
Posted by BountyOfTheBourse > Sep 25, 2021 12:05 PM | Report Abuse
so how come keyman every day lepakking in kossan room"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 12:37 PM","niet","Short Sellers worry because Topglov not moving in tandem with other Glove stocks."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 1:30 PM","jolow","keyman already cry papa cry mama as he is trap at high price"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 1:47 PM","StartOfTheBull","Shorties yesterday trying to bring down Harta and Kossan but other glove counters failed to follow.
Shorties also ran out of bullets to short TG and Supermax and that is why TG and Supermax price was up instead.
Next week will be interesting to watch.
I will be waiting for Kossan when bullets with shorties are about to run out."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 1:49 PM","Keyman188","Really stuck at high !!!...
Yeah...Keyman188 always cry...because hard to get lower & lowest...
Aiya...Keyman188 already told you this so-hai + so-ham...
Don't so lazy do your homework...
Adui...memang kesian...kesian this so-hai × so-ham @jolow...
Posted by jolow > Sep 25, 2021 1:30 PM | Report Abuse
keyman already cry papa cry mama as he is trap at high price"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 1:53 PM","Keyman188","Keyman188 really pity this so-hai + so-ham jolow...
Can't beat like Keyman188 able to hold so many counters at low price (do your research from the past Keyman188s' comments)...
Adui...really pity...really kesian this so-hai + so-ham jolow...
wkwkwk...kekeke...hehehe...
Posted by jolow > Sep 25, 2021 1:30 PM | Report Abuse
keyman already cry papa cry mama as he is trap at high price"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 2:10 PM","jolow","keyman. if u under pressure and cannot sleep just cut loss lah. tai so hai"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 3:47 PM","Keyman188","Yeap...this so-hai + so-ham penny trader @jolow...
Keyman188 too much of plenty time that's why can't sleep so much...
Keyman188 really pity you as ""super empty"" penny jolow can't holding so much of share...
NVM...here got a lot of ""Ah Long"" can assist you to become ""skim cepat kaya""...
Aiya...simple lahhh...
Lety Keyman188 guide you simple job...
Every counter just buy in 100 share lorrr....
Sooner or later this so-hai + so-ham penny trader jolow can become so many company ""fake"" director lorrr...
wkwkwk...kekeke...hehehe...
Posted by jolow > Sep 25, 2021 2:10 PM | Report Abuse
keyman. if u under pressure and cannot sleep just cut loss lah. tai so hai"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 3:49 PM","Keyman188","Aiyo...Keyman188 really forgotten to tell you this so-hai + so-ham penny trader jolow...
Keyman188 really under pressure due to unable to bet in lower & lowest what Keyman188 wanted...
Please don't jealous Keyman188 so much lahhh...
Adui...
wkwkwk...kekeke...hehehe...
Posted by jolow > Sep 25, 2021 2:10 PM | Report Abuse
keyman. if u under pressure and cannot sleep just cut loss lah. tai so hai"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 4:01 PM","Keyman188","Adui...cut loss !!!...
Really laugh die Keyman188 liao...
Keyman188 like to buy stuffs putting inside the fridge...
Aiya...we know this so-hai + so-ham penny trader @jolow unable to do so...
That's why so-hai + so-ham penny trader @jolow definitely so jealous Keyman188...
If you ask to hold 2 years...definitely this so-hai + so-ham penny trader @jolow sure will very painful aiyoo...aiyoo...lorrr...
wkwkwk...kekeke...hehehe...
Posted by jolow > Sep 25, 2021 2:10 PM | Report Abuse
keyman. if u under pressure and cannot sleep just cut loss lah. tai so hai"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 6:42 PM","tamp0i","At this price if this cutloss really so-ham!!!! Hahaha... Bodo"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 7:08 PM","jolow","every quarter profit down 20%; share price drop 30 cent. like this tp 1.20 only lor"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 7:09 PM","jolow","bodo keep on holding ..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 8:04 PM","Keyman188","Amboi...this so-hai + so-ham penny jolow...
Beside so broke unable to bet...unable to buy so much...
Now already facing 老人痴呆症 (Alzheimer's Disease)...
Keyman188 already obviously highlighted to this so-hai + so-ham penny jolow...
Keyman188 like to keep stuffs at fridge mahhh....
Adui...can make it RM 1.00 !!!..
Kesian...kesian...kesian...
Posted by jolow > Sep 25, 2021 7:08 PM | Report Abuse
every quarter profit down 20%; share price drop 30 cent. like this tp 1.20 only lor
Posted by jolow > Sep 25, 2021 7:09 PM | Report Abuse
bodo keep on holding ."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 25, 2021 8:28 PM","StartOfTheBull","Those want to cut loss can go ahead, no need to tell other people to cut loss. This is wrong."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 26, 2021 9:04 AM","Keyman188","Lai...lai...lai...
Don't talk 3 talk 4 talk cock...
Currently Keyman188 average cost only 2.56 ++...
When can visit Keyman188 next level entry level...
Wkwkwk...kekeke...hehehe...
Posted by Keyman188 > Sep 21, 2021 7:55 PM | Report Abuse X
When is the next level can visit !!!...
Keyman188 need to change next entry level liao...
Next 5th batch @ 2.21...
Final batch @ 2.01...
BRAVO..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 8:34 AM","NatsukoMishima","（新加坡25日讯）新加坡今日新增1939确诊，单日新增病例再创新高！
卫生部网站的数据显示，截至今天中午12时，新加坡共新增1939起病例，其中1536起来自社区，398起属于客工宿舍，其馀5起则源自于输入病例。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 8:52 AM","Bgt 9963","Flying today...!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 9:17 AM","Keyman188","Hoo...Hooo...Hoooooo...
Most likely today or tomorrow can visit Keyman188 next desired level liao...
BRAVO...
Posted by Keyman188 > Sep 21, 2021 7:55 PM | Report Abuse X
When is the next level can visit !!!...
Keyman188 need to change next entry level liao...
Next 5th batch @ 2.21...
Final batch @ 2.01...
BRAVO..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 9:45 AM","deMusangking","new low!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 9:51 AM","jolow","not low enough. wait for 1.00"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 9:58 AM","Keyman188","WHY so-hai + so-ham penny trader @jolow make it so high !!!...
Can this so-hai + so-ham penny trader @jolow make it more lower to RM 0.50 !!!...
wkwkwk...kekeke...hehehe...
Posted by jolow > Sep 27, 2021 9:51 AM | Report Abuse
not low enough. wait for 1.00"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 10:04 AM","Keyman188","Keyman188 has changed the mindset...
Keyman188 extending more batch to fridge's stuff...
Next 5th batch @ 2.21...
Next 6th batch @ 2.01...
Next 7th batch @ 1.86...
Next 8th batch @ 1.71...
Next 9th batch @ 1.56...
Next 10th batch @ 1.41...
Next 11th batch @ 1.26...
Final batch @ 1.01...
wkwkwk...kekeke...hehehe...
Posted by Keyman188 > Sep 21, 2021 7:55 PM | Report Abuse X
When is the next level can visit !!!...
Keyman188 need to change next entry level liao...
Next 5th batch @ 2.21...
Final batch @ 2.01...
BRAVO..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 10:18 AM","Keyman188","Adui...WHY u-turn back !!!...
Seem like more lower & lowest super duper hard to bet in...
Amboi...Kesian...Kesian...Keyman188...."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 10:52 AM","Needluck","big fund selling....."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 10:56 AM","jolow","kossan bosan pengsan tongsan"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 10:58 AM","Needluck","Even before Covid, Kossan revenue and profit better than current Inari, why Inari can up 3.80++, Kossan only 2.20++. not understand...."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 11:02 AM","MuttsInvestor","Big Syndicate Short Sell......"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 11:12 AM","Keyman188","Amboi...memang bosan...
Even though market drop 10++ pt pun tak sampai desired level...
Adui..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=254","Sep 27, 2021 11:17 AM","Needluck","Bursa only take care those big fund, allow them to short sell, retailers all die..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 11:23 AM","MuttsInvestor","Collection time."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 11:33 AM","Keyman188","Amboi...just now you said ""Big Syndicate Short Sell""...
Should be selling time mahhh...
WHY suddenly you ask us for ""Collection time"" !!!...
Adui...
Posted by MuttsInvestor > Sep 27, 2021 11:23 AM | Report Abuse
Collection time.
Posted by MuttsInvestor > Sep 27, 2021 11:02 AM | Report Abuse
Big Syndicate Short Sell......"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 12:10 PM","jolow","steep downwards soon"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 12:19 PM","Needluck","not short selling, is big fund running..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 12:26 PM","jolow","epf scared of china. once epf continue sell; hangus"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 12:27 PM","jolow","china sell us15 per carton
msia sell us 30 per carton. cannot fight china"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 12:52 PM","Keyman188","Please don't let Keyman188 disappointed today...
One shot down to 2.01 can ahhh today !!!...
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:16 PM","MuttsInvestor",""""" Amboi...just now you said ""Big Syndicate Short Sell""...
Should be selling time mahhh...
WHY suddenly you ask us for ""Collection time"" !!!...""""""
( Buy Back )
Short Sell = You still have to ""Deliver Shares"" . You should UNDERSTAND stocks Fundamentals."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:17 PM","MuttsInvestor","Still COLLECTING ...... ( Dumb Investor here )"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:25 PM","Keyman188","Keyman188 like to keep fridge' stuffs by different sectors different segments mahhh...
wkwkwk...kekeke...hehehe...
Posted by Keyman188 > Sep 20, 2021 11:15 AM | Report Abuse
See Keyman188 mood lorrr...
Keyman188 not only Kossan mahhh so-hai + so-ham...
Keyman188 still holding Ambank, Axiata, Danco, DLady, GBGARQS, Genting, HLFG, HLCap, IJM, KPS, Padini, Simeplt, SPSetia, Tenaga...
Majority very low price since Keyman188 collected last year pandemic period mahhh...
Keyman188 always like to opt diversification by ""alignment & balancing"" on the basket portfolio lorrr...
Don't jealous Keyman188 lahhh...
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:27 PM","StartOfTheBull","jolow china sell us15 per carton
msia sell us 30 per carton. cannot fight china
27/09/2021 12:27 PM
-----------------------------------------------
How do you know? Can you share more details or not?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:34 PM","Keyman188","Adui...don't so fast share out 1st (even though Keyman188 know this so-hai + so-ham penny trader jolow only like talk cock)...
Since momentum mood downhill...let it reach RM 1.00 better...
Otherwise Keyman188 need to explore...research...study...other fridge's stuff again...
Amboi....
Posted by Start_0f_the_bull > Sep 27, 2021 1:27 PM | Report Abuse
jolow china sell us15 per carton
msia sell us 30 per carton. cannot fight china
27/09/2021 12:27 PM
-----------------------------------------------
How do you know? Can you share more details or not?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:37 PM","beso","very simple, just ask yourself if you are bankers will you push up for those being trapped to offload? so what is trend in near term? you have got your one & only answer.
lol"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:42 PM","beso","switch to tech sector may help to recover the loss. lol"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 1:52 PM","Keyman188","Keyman188 tak faham tech stocks biz...
Sekarang tech stocks banyak banyak patterns...
Ada dikenali ATE lahhh...OSAT lahhh...IoT lahhh...
Sampai Sekarang ""orang tua"" masih belajar tapi tak hurry kejar...
Let others understand traders chase it...
wkwkwk...kekeke...hehehe...
Posted by Start_0f_the_bull > Sep 27, 2021 1:27 PM | Report Abuse
jolow china sell us15 per carton
msia sell us 30 per carton. cannot fight china
27/09/2021 12:27 PM
-----------------------------------------------
How do you know? Can you share more details or not?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 2:11 PM","mf","Evergrande Group shares in Hong Kong were flat. The embattled developer continued to stay silent on a key $83 million dollar bond interest payment that was due last Thursday."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 3:23 PM","Needluck","noticed that RSS quantity up when investors eat the sell q, does it means that those shorting q at sell q and wait investors to sell low and shortists wait at lower price?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 3:35 PM","Needluck","when people bought 2.23 currently and the RSS volume keep increasing..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 3:39 PM","StartOfTheBull","Genetec will share the same fate as gloves as today, just a matter of time."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 4:00 PM","Ryan83","Kossan most heavily shares shorted today compares to other glove stocks"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 4:06 PM","DChosen2","Market Cap just 35% more than the billion debt ridden AA ... kekw.."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 4:25 PM","Keyman188","Amboi...Keyman188 punched in 5th batch @ 2.21...
Now average cost holding about @ 2.45++...
Tomorrow can visit desired 6th batch level !!!...
BRAVO...OLEH...OLEH...OLEH...
Posted by Keyman188 > Sep 27, 2021 10:04 AM | Report Abuse X
Keyman188 has changed the mindset...
Keyman188 extending more batch to fridge's stuff...
Next 5th batch @ 2.21...
Next 6th batch @ 2.01...
Next 7th batch @ 1.86...
Next 8th batch @ 1.71...
Next 9th batch @ 1.56...
Next 10th batch @ 1.41...
Next 11th batch @ 1.26...
Final batch @ 1.01...
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 5:10 PM","tamp0i","hahahaha 1.01 keyman made my day... If reach this price maybe I need sell my 4th wife's panties and all her jewelries to buy liao kekeke"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 5:28 PM","somo1","Wah, looks like his final BUY batch ever extending lower. Must be running a bank with unlimited resources."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 5:48 PM","kamirise360","Still red day for Kossan?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 8:35 PM","mita29","imagine if keyman used the money to buy uptrending stock like Ancom or semicon stocks for the past few months... wkwkwkwkkwkwkwkw kekekekekkekekekekeeekek."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 8:40 PM","mita29","Gtrade for shorties to make their move on tech stocks, Nasdaq would need to implode first loh... right now it's still trending upward with no sign of reversal, maybe soon loh but how soon we don't know. Need a big crisis worse than evergrande to trigger the sell down."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 9:13 PM","Ryan83","Kossan last minute rebound to 2.27 although high number of Kossan shares short selling today 1 millions+"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 9:15 PM","Keyman188","Really laugh die keyman188...
Seem like a lot of newbies guide Keyman188 how to trade share...
Amboi + Adui..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 9:46 PM","mita29","How dare i guide trading grandmaster like keyman, i just pointed out the lost opportunity cost only mah, dont be so mad lah adui, i know it's small matter to you because you are deep pocket like warren buffett. Sometimes newbies can also point out a small tiny mistake by grandmaster mah.. right?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 9:51 PM","Sneakpeek","Kossan so gentleman..let supermax lead the pack to the bottom"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 9:59 PM","Keyman188","Amboi...Keyman188 only B40...other members pakai Bentley...Keyman188 only pakai Axia...
Adui...Keyman188 tak suka follow others up up up...
Keyman188 like to punch in down down down valuable perceptive stocks...
You think mistake...Keyman188 perceive opportunities...
Keyman188 not expert or professional but always learning from professional bodies...
Why ""A"" Students Work for ""C"" Students and Why ""B"" Students Work for the Government - Robert Kiyosaki
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 10:06 PM","Keyman188","Lai...lai...lai...Don't talk 3 talk 4 talk cock...
Tomorrow any possibility to visit desired 6th batch level!!!...
wkwkwk...kekeke...hehehe...
Posted by Keyman188 > Sep 27, 2021 10:04 AM | Report Abuse X
Keyman188 has changed the mindset...
Keyman188 extending more batch to fridge's stuff...
Next 5th batch @ 2.21...
Next 6th batch @ 2.01...
Next 7th batch @ 1.86...
Next 8th batch @ 1.71...
Next 9th batch @ 1.56...
Next 10th batch @ 1.41...
Next 11th batch @ 1.26...
Final batch @ 1.01...
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 10:26 PM","5c0160","wait at 0.80"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 10:37 PM","mita29","wait for price to stabilize, very hard to buy now.... many jump ship jump floor..even EPF also jump at low price. China glove threat is real."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 10:42 PM","kamirise360","Definitely they will never be stabilized
Posted by mita29 > Sep 27, 2021 10:37 PM | Report Abuse
wait for price to stabilize, very hard to buy now.... many jump ship jump floor..even EPF also jump at low price. China glove threat is real."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=255","Sep 27, 2021 10:56 PM","Keyman188","Better don't stable...otherwise no fun for everyday...
Once stabilise sure boring...
wkwkwk...kekeke...hehehe...
Posted by kamirise360 > Sep 27, 2021 10:42 PM | Report Abuse
Definitely they will never be stabilized"
