fintec_url_date_date;fintec_url_date_user;fintec_url_date_comments
29/11/2020 22:43;kenie;"Thomas Leu
Champ Hank 疫情期间很多公司亏到一塌糊涂要倒闭，bursa 和 sc 为了不给公司倒闭造成失业率飙高就已经放松不用什么条件让企业可以简单融资，发行股票可以去到增加50%。这些烂公司上市到现在没有可行稳定赚钱的业务，难道他们不会经营生意？
人啊不用我说..平时勤劳不勤劳管理公司有心没心想做不想做罢了！他们都是有钱花不完享受生活做工一条虫过生活一条龙在讲公司几乎都是大众的钱也是大众投的钱都不是老板的自己钱，他们肯定都是在混日子所以公司上市以来几乎年年都亏钱平时年年都集资，你们的钱一部分拿去填洞维持正常运作一部分又拿去做可以不可以行不行的业务然后顺便ang gong 一些进老板口袋。现在放松监管有用到钱没用到钱他们哪里会错过这次机会肯定火力全开集资。
· Reply · Share · 8h
Thomas Leu
Champ Hank 2000多万拿去放进asiabio capital 买股和补margin 户口,哪里还有现金！
· Reply · Share · 8h
Thomas Leu
他又不向berkshire有保险业务有不断的人买保单有不断的钱进公司然后有几十亿百亿可以投资买赚钱的好ABC公司，ABC公司可以年年派息给他们进账然后也可以等ABC公司价值增值。赚钱好公司要投资一间都要花几亿！Fintec 哪里有将的条件！只能买那些旧老板都经营到不行不行的GG公司！
· Reply · Share · 1h
Thomas Leu
FINTEC经营自己的公司从上市以来年年都亏钱都要1G 1G 了，哪里有本事经营那些GG公司？
· Reply · Share · 1h
Thomas Leu
他不止买一间GG公司，是买很多间GG公司哦...他投资了将多间GG公司股价都跌跌不休他的投资全部都亏钱他还是在要买GG公司。
· Reply · Share · 1h
Thomas Leu
他的投资唯一有赚钱只是focus！
真的是投资赚钱吗？
真的是公司有价值市场自然上给的价值吗？
· Reply · Share · 1h
Thomas Leu
你们讲他炒股赚钱!
你们炒股买了股票起了卖了钱进口袋肯定是赚，为何他一分钱都没进FINTEC账目 ,怎样叫FINTEC有赚钱!
· Reply · Share · 1h
Thomas Leu
你们看到fintec有盈利。这个在剧本里是他本来都想给你看到的那一页也是第一集最好你喜欢兴奋兴奋把钱投进公司里。Fintec 将赚钱为何老板又不买30%啊 40%啊 50%啊 60%啊...股权，你以为公司领导不知道公司账面赚整10亿啊 只有你看到懂啊 ？
为何大股东只有不到3%你不好好奇啊？
难道你没好奇心？
你说奇怪不奇怪？
剧情是有很多集的有些是制片导演不想给你看到知道的剧情。
他葫芦里卖的是什么药难道你不懂？
剧情我早就懂我不能在FB 说。
· Reply · Share · 12m"
29/11/2020 22:44;kenie;"Thomas Leu
你是fintec 的幕后主谋公司有账面赚接近10亿，focus都不值钱只值几千万卖掉9亿多就是fintec 的了！
为何他没卖？你不好奇啊？哈哈哈
你是fintec 的幕后主谋你会卖掉focus吗?
卖掉focus 整10亿肯定钱就进fintec了的喔....9亿多的钱 派股息那么就是97%的投资人所拥有，大股东拿不到3千万！你们就慢慢等啦...,想的的美哦......幕后主谋完全一角钱都拿不到....你说呢？
幕后主谋根本不打算卖。只给你看到很爽很爽根本不打算请你吃！
Guudi Dahal
又是老话一句， Fintech 背后的大鲨鱼，不是你们想像那样简单。 Fintech owned Focus share，Foucs 的股价去年到今年最少翻了十几倍（庄家控制价钱），账目上Fintech肯定是赚大钱，可是都是股票益价造成的，不是因为它的业绩弄得好！可以买，见好就收！
· Reply · Share · 1d ·
Timothy Lam
老闆有很多很厲害飛的公司。裡面我也中了不少。中套
· Reply · Share · 1d
Ming Cheoh
神经
· Reply · Share · 1d
Miller Khoo
留言学习
· Reply · Share · 1d
Soon On Foong
仙股就是仙股
· Reply · Share · 1d
NC Wei
right issue and consolidate..haidoulat..haha
· Reply · Share · 1d
安心安
不是觉得是好不好，只是觉得很假
· Reply · Share · 1d
Tan WS
People at fintec are prodigy in investment. No sell maybe expect it to be rm7.5b in future
· Reply · Share · 23h
Chai Fann
无良企业
· Reply · Share · 23h
Eric Lim
铁索连舟
· Reply · Share · 21h
Peter Liew
No money leh korek invested money
By right issue soon
· Reply · Share · 15h"
29/11/2020 23:10;James Harden;Anyone using Rakuten knew when can we subscribe the RI?
29/11/2020 23:22;UlarSawa;can buy or not?
29/11/2020 23:33;JLiang;@Liang99, dude, if youre already an existing shareholder before ex date, go to My Account, Corporate Action Subscription
30/11/2020 8:08;HamsterHuat;make life easier....sell Mother and OR once get profit...
30/11/2020 8:23;Up_again;Well, I did the subscription for KGroup recently. Sitting on handsome profits. Yes there will be some selling pressure initially due to weaker holders moving on to other companies
30/11/2020 9:50;RJ87;Fast fast sell OR....bcos if you don't lapse later
30/11/2020 9:50;RJ87;apa pun tak dapat...throwwwww!
30/11/2020 9:54;Forkallthehatersaway;Lol shark disposed dy..
30/11/2020 10:00;fibonacci;when will FintecOR expire?
30/11/2020 10:04;Up_again;"Cease to trade on 4th
So if you don’t plan to subscribe, best sell now"
30/11/2020 10:09;RJ87;"faster sell...
No need hope it goes up before 4th. Normally, in this case...it will become 0 and just lapse because Everybody also suddenly also wants to sell...it's a bad gamble."
30/11/2020 10:09;fibonacci;thank you up_again, if plan to sub need to add money, or auto convert from OR to WC?
30/11/2020 10:11;Reap88;Agreed Bad gamble
30/11/2020 10:15;Up_again;"Each rights require 8 cents to subscribe. Will have free warrants WC
Meaning after subscription to convert
Will have 1 Fintec and 0.8 Fintec WC
They are different. Rights is rights, warrant is warrant"
30/11/2020 10:20;RJ87;"alot of newbie in fintec...gooooodddddddd!
Got two round anchovies slaughter....
P.S. all the name with 123 are either the same gang or the same person. Hinting me to quietly make money. Don't talk so much or it won't work. =P"
30/11/2020 10:24;Reap88;Worry as in 2017 Fintec will drop after RI and possibly of another share consolidation because outstanding shares will be 4.5B+ resulting in ending up losing money big time again
30/11/2020 11:05;pineapple123;"Hello. Share consolidation in year 2017 was due to losses suffered during that time.
Now company profit 720mil, consolidation doesn't benefit the company. Dont simply tembak."
30/11/2020 11:21;Reap88;After RI 4.4B + outstanding shares too large. Consolidation sure to come. Prefer to be more cautious. Your money you take the risk. $ 720M profit only paper profit. Not Realised. If cash in bank $720M & Fintec only $0.10 will sell car & house and put all in Fintec
30/11/2020 11:28;pineapple123;"Reap88 After RI 4.4B + outstanding shares too large. Consolidation sure to come. Prefer to be more cautious. Your money you take the risk. $ 720M profit only paper profit. Not Realised. If cash in bank $720M & Fintec only $0.10 will sell car & house and put all in Fintec
30/11/2020 11:21 AM
Copy paste information! You SHOULD BE MORE WORRY WHEN FINTEC SELL THEIR SHARES TO MATERIALISE THE PROFIT BECAUSE SHARE PRICE WILL FALL!"
30/11/2020 11:30;pineapple123;"The only way for FINTEC IS TO APPRECIATE THE SHARE PRICE.
I DONT THINK YOU UNDERSTAND IN WHAT KIND OF SITUATION CONSOLIDATION OF SHARE PR8CE TAKES PLACE."
30/11/2020 11:30;Up_again;"Hahaha, bursa got hundreds of companies with a couple of billion shares issued. Do u go around worrying about all of them?
The key worry for this counter is dilution
Assuming full subscription of rights, that will dilute its unrecognized ‘NTA’ to about 50 cents. But plus point is cash balance 0.04 cents per share
So we are looking at 30-40% cash up versus market cap
Boleh lah invest and goreng other counter lagi. If you don’t like this model, there are other bread and brick companies in bursa."
30/11/2020 11:31;pineapple123;Just because MONDAY price sideways doesn't mean there is no activity.
30/11/2020 11:36;Fintec;"Others scared of you not me. Rip id more suitable for you haha.
Reap88 After RI 4.4B + outstanding shares too large. Consolidation sure to come. Prefer to be more cautious. Your money you take the risk. $ 720M profit only paper profit. Not Realised. If cash in bank $720M & Fintec only $0.10 will sell car & house and put all in Fintec
30/11/2020 11:21 AM"
30/11/2020 11:37;Fintec;2 sen Fintec no more hope for you. Aim other counters haha despite non-stop your poostings here.
30/11/2020 11:50;Fintec;"OR is cheapest way for you to own Fintec; Reap88 or other haters if you still interested o/w get lost."
30/11/2020 11:55;Fintec;After RI complete Fintec to move like AT after AT 3.5 sen RI?
30/11/2020 13:21;kkl123;"guys
dont ever say the profit not realized lah
that is because of that ., selling 0.10
if you want 700m profit
with realised,
why not you go to HLB PBB MAYBANK lah"
30/11/2020 14:11;Erickson;after buy fintec-or , go where covert to mother shared ?
30/11/2020 14:18;Andrew62;Ask your Broker to send form to sign. Act fast not mistaken latest this Wed. Have to prepare Bank draft also.
30/11/2020 14:21;Erickson;got online payment?
30/11/2020 14:45;poorkid;Stocks fall rakyat poorer why backdoor PN doesn't know?
30/11/2020 14:46;newbutold;go to tiih for online
30/11/2020 14:55;Erickson;when open covert at tiih ?
30/11/2020 15:34;HamsterHuat;"today Fintec and OR very weak.
Do convert if you want to donate to Fintec.
or Sell ASAP for peace of mind."
30/11/2020 15:36;HamsterHuat;"Remember....
last closing is 0.105
convert OR is 0.08
Average is 0.0925
Pray hard when come 28 Dec.....it will more than 0.0925"
30/11/2020 16:03;newbutold;"Erickson when open covert at tiih ?
30/11/2020 2:55 PM
yes"
30/11/2020 17:26;howard;now still unable see the conversion option from TIIH. I unable find Fintec in the company list, am I missing something?
30/11/2020 17:32;HamsterHuat;"Aiyoooo...Fintec so bad...
tomorrow drop again?"
30/11/2020 19:41;MF0001;"0.15~
ROCKET TP~"
30/11/2020 20:04;pineapple123;Hamster, more than 9c hello........your price so low
30/11/2020 20:48;HamsterHuat;"@pineapple123
i was saying that if one buy just before Adjustment..
closing that day is 0.105
Convert OR is 0.08
mean my average is 0.0925 with Warrant.
So let hope come 28 Dec...it still trade above 0.0925"
30/11/2020 21:07;Lim Joo seng;I am abit confuse, asuming i buy after 24 nov, that means i am not entitled for the right issue and warrant. Does that means that on 11/12, the price will be adjusted following the right issue? Those who buy in between this date is having big lost?
30/11/2020 21:09;yepejan;Can someone teach me how to subscribe RI thru tiih? No need to walk in bank or fill up form right?
30/11/2020 21:14;yepejan;After 24th nov is already adjusted price right? Opened at 0.085?
30/11/2020 21:17;Lim Joo seng;ohh, means is adjusted on the ex date itself? Not after subscribe?
30/11/2020 21:34;Up_again;Yes price adjusted already. Entitlement is a day later as they have to wait brokers send report. Then later give the rights in your cds account
30/11/2020 22:30;Reap88;You are right to be worried HamsterHuat. With so many shares outstanding after RI there is every possibility may even go lower. Like you I too am worried
30/11/2020 23:15;pineapple123;YOU BUY RIGHT ISSUE BECAUSE OF THE WARRANT C MA!
30/11/2020 23:16;pineapple123;U guys very confusing? Right issue is right issue. Whatever mother share u have after right issue, u added into your mother share and average down. SIMPLE
30/11/2020 23:16;pineapple123;Why u guys keep spamming the share enlargements?
30/11/2020 23:17;pineapple123;"RIGHT ISSUE IS WHEN COMPANY ASKING MONEY FROM SHAREHOLDERS TO invest in new business.
the right issue and warrants are collected from fintec for gloves business!"
30/11/2020 23:24;newbutold;RI subscriptions thru tiih only commence after OR expiry. Now those who entitle still can sell their rights aka OR.
30/11/2020 23:27;pineapple123;Price of OR was marked at 3.5c but sell down by many to 0.005 and then set at 0.015
30/11/2020 23:28;pineapple123;But look at the roadblock today. U wanna buy at 1c also hard , what does it mean
30/11/2020 23:48;char1234;this share 10 ct...nta 90 ct and asking $$
30/11/2020 23:48;char1234;eps so high ..
30/11/2020 23:49;char1234;kns ...how to understand ??
1/12/2020 7:45;kkl123;"because profit not realized, so selling so cheap 0.10
pe0.20
never complain again profit not realized, that is because of that sell 0.10
profit realized price $18HLBANK PB
fr $18 discount to only ten cents
stiil got risk???"
1/12/2020 10:29;Hidup_PN;"Fintec Global 2Q net profit swells to RM720.5 million, how was it achieved?
https://www.theedgemarkets.com/article/fintec-global-2q-net-profit-swe..."
1/12/2020 10:31;Hidup_PN;"Why condemn? Big gloves companies today(Supermax, Comfort, Harta, Careplus, etc) all never ask $ to grow big?
char1234 this share 10 ct...nta 90 ct and asking $$
30/11/2020 11:48 PM"
1/12/2020 10:53;Hidup_PN;AT first time make profit none i3 members aware?
1/12/2020 11:54;kkl123;"fintec glove factory just next to AT
will announce start glove machines installation works
upon received RI money
share price will moving up exactly like AT now
AEM son of AT benefited fr machines installation work"
1/12/2020 11:58;kkl123;if you belive fintec take your money to put upglove plant , then come .you will benefited like people believe those day AT Ri and pp are for making gloves
1/12/2020 12:00;kkl123;"if you think fintec is con and goreng stock
then dont come"
1/12/2020 12:05;kkl123;"if FINTEC become glove company next year with 12dip line
then the 5b nosh is not big
even gloves demand drop a bit also okok for fintec
you also make money because you buy 0.1
not like other gloves all few dollars
as soon as he really make gloves
you will make money
if demand high may up to dollars
if not atleast 0.20"
1/12/2020 12:14;RJ87;"Wrong. No better way to close the gap between market cap with NAV by doing consolidation.
if 5:1, next time they support share price is not 10sen. It's not 50sen. But it's RM1. Anchovies going to jin dai. Not because they didn't buy. It's they bought and sold at wrong time.
pineapple123 Hello. Share consolidation in year 2017 was due to losses suffered during that time.
Now company profit 720mil, consolidation doesn't benefit the company. Dont simply tembak."
1/12/2020 12:14;kkl123;"if you buy top glove harta kossan
if one year later if demand drop , you will lose money.
buy fintec.if next year gloves demand drop
YOU WILL MAKE LESS MONEY."
1/12/2020 12:24;kkl123;"belive fintec take your money to make gloves not make love
like AT doing now"
1/12/2020 13:19;Sales;Fintec easily go up 0.20sen
1/12/2020 13:30;Survivor13;today close 11 cent for sure
1/12/2020 13:31;Survivor13;its right close at 0.015
1/12/2020 13:31;Survivor13;tomorrow fly
1/12/2020 13:39;Sales;Once go up, never stop.
1/12/2020 13:40;Sales;Where to get nine hundred percent profit.
1/12/2020 14:26;Stephen Baster;today 1 dec bro. you drunk?
1/12/2020 14:27;Stephen Baster;https://www.theedgemarkets.com/article/fintec-global-2q-net-profit-swe...
1/12/2020 14:31;agatestone;sorry... 1st dec ...mistakes
1/12/2020 14:38;agatestone;thak you for reminding fast...and give the news extract
1/12/2020 14:41;cax1814;Moving up !
1/12/2020 14:41;cax1814;Huat 啊！
1/12/2020 14:46;Stephen Baster;It would be better if there's a follow up review on the details of how they work out the 700mil, where's the risk of future price movement of this portfolio etc.
1/12/2020 14:58;Fklim888;Fintec shud 0.20 all huat....
1/12/2020 15:04;Invest123;0.2 is not a problem next year...
1/12/2020 15:29;OngKawKaw;COMPANY EARNED TONES OF MONIES. SHARE PRICE STILL MACAM KAOSAI. PENING
1/12/2020 15:55;khpwwl;Berapa you eat they put it back... Seem like attract ppl to buy their OR at 0.015....
1/12/2020 16:21;yibeim77;Can someone teach me how to subscribe RI thru tiih? No need to walk in bank or fill up form right?
1/12/2020 16:22;yibeim77;Anyone can teach me here ??? thanks you very very mmuch...
1/12/2020 16:23;Up_again;Better not to chase and buy the OR guys. Just subscribe your free rights and enjoy the warrants
1/12/2020 17:15;newbutold;"yibeim77 Anyone can teach me here ??? thanks you very very mmuch...
you should get an email like this if ur cds acc have your email. just follow the instructions
Please be informed that the following corporate exercise/event is now available at TIIH Online:-
FINTEC RIGHTS ISSUE OF SHARES WITH WARRANTS
Opening Date: Nov 27 2020 9:00AM
Closing Date: Dec 11 2020 5:00PM
Please log-in https://tiih.online/ for more information.
Thank you.
Regards
Administrator
TIIH Online"
1/12/2020 17:44;roshazli;"Free pneumococcal vaccination for children at health clinics starts today
(Dec 1): The free pneumococcal vaccination under the National Immunisation Programme for children begins simultaneously today at the Ministry of Health (MoH) health clinics nationwide, and will benefit 500,000 children each year.
Minister Datuk Seri Dr Adham Baba said children born on or after Jan 1, 2020, are eligible for the pneumococcal conjugate vaccine (PCV), which would be given in three doses — two primary doses at the age of four months and six months, and a PCV booster at 15 months.
However, the pneumococcal immunisation schedule would be adjusted for children whose vaccinations have been delayed by the Covid-19 pandemic this year.
“The administration of the pneumococcal vaccine is the most effective method to prevent pneumococcal bacterial infection and indirectly reduce the resistance to antibiotics. This vaccine is also safe and effective.
The vaccination is vital and quite timely after the number of cases of children with the pneumococcal disease increased from 17,446 in 2017 to 19,773 last year,"" he said after launching the National Pneumococcal Immunisation Programme for Children at a health clinic here, today.
Also present were MoH disease control director Datuk Dr Norhayati Rusli, state Works, Transportation and Health committee chairman Datuk Seri Norol Azali Sulaiman and Pahang health director Datuk Dr Bahari Che Awang Ngah.
The vaccine is intended to prevent bacterial infections of Streptococcus pneumoniae or pneumococcus, which can cause diseases such as pneumonia, sinusitis, middle ear infection (otitis media), meningitis and bacterial infections in the blood (septicemia).
Complications of pneumococcal disease include hearing impairment, brain deformity and death. Children aged five and below are the most at risk of becoming infected and experiencing complications of this disease. Apart from reducing the rate of morbidity and mortality due to related diseases, the vaccination can also reduce treatment costs,” he said.
Dr Adham also said the MoH always ensures that the vaccine used is effective and safe, but parents are urged to report the side effects of the vaccine, if any, to health personnel or through the website at npra.gov.my.
MoH will also deploy the Orang Asli mobile team, mobile bus services, mobile boats and air doctor services to administer the vaccination to children in the rural areas, he added."
1/12/2020 17:49;pineapple123;"Go and check out STRAITS.
Real profit very good but price is also very cheap."
1/12/2020 21:24;RJ87;"Can you agree that if Focus Dynamics do not hold it's market cap above 5B by end of december, and it's actually 4B now and Fintec is going to report 250mil losses? These profit tat's not cashed into the company doesn't mean much. It can be gone as fast as it comes.
pineapple123 Go and check out STRAITS.
Real profit very good but price is also very cheap."
1/12/2020 21:31;Up_again;Lol RJ87, few days already keep hantam Fintec business model. Very unlikely la to get OR 0.005.
1/12/2020 21:35;bjgdila123;Edok sapuu
1/12/2020 23:46;Stephen Baster;"LOL these two can condemn Fintec but promote Straits wtf want to condem condem both lar then only got reputation mah
https://www.manifoldtimes.com/news/straits-inter-logistics-sees-66-dec..."
2/12/2020 2:51;Fintec;RJ87 bad-mouth but failed to bring down Fintec? Pity her like other haters.
2/12/2020 2:52;Fintec;She got read who bought Focus Dynamic? Sure not from Fintec RI haha.
2/12/2020 3:21;Fintec;Straits 0.18 not going up why for buy? Fintec cheaper and can make money sure better.
2/12/2020 7:53;AlfI3;Strait is very new to this forum, y promote here? Can't v focus ony on our topic in discussion?
2/12/2020 8:03;jlex11;"Guys, just ignore the naysayers and there are and will be plenty of them ...let focus on ourselves in reaping the profit on fintec...
Cheers.."
2/12/2020 8:13;rkpvr;Lets hope today pass 0.115..Good luck
2/12/2020 8:14;Up_again;Yes, it’s a long term buy. If have funds issue to subscribe or don’t want to, best to sell OR these two days.
2/12/2020 9:16;Jeffrey Ko;Is the -OR trade ending today (2/12) or tomorrow (3/12)?
2/12/2020 9:33;Tedjfkdsj;Sell before late... OTW 0.095
2/12/2020 10:08;kkl123;FINTEC grandson AEM up uo
2/12/2020 10:37;maya1301;OR will be goreng to 0.08 soon!
2/12/2020 10:48;RJ87;"That's called truth.
Focus Dynamics MarketCap from 1.5B to 2B(june). Fintec reports 120mil profit.
Focus Dynamics MarketCap from 2B to 5B (Sept). Fintec reports 700mil profit.
Focus Dyanmics MarketCap from 5B to 4B (Dec), Fintec should report -250mil loses in Feb next year.
U don't think this is going to be true if Focus don't hold above 5B, Fintec will report losses is true?This is what I called brain grow bside ur @sshole or you are just dishonest.
I'm quite sure this is the reason why Fintec won't go crazy. Sell, park the cash in the balance sheet. Terus 50sen. But the problem is BOD don't keep any cash in company. But RI instead.
Here's what I think, the moment they get money from RI, they gonna pump Focus, Komark and etc up higher. Then next QR will continue to report profit.
Since, I buy low. It doesn't hurt to enjoy the ride like you. It's just I'm more honest than you. =P
Fintec RJ87 bad-mouth but failed to bring down Fintec? Pity her like other haters."
2/12/2020 10:59;Invest123;OR 2 sen is near...
2/12/2020 11:08;Reap88;Somebody said just buy OR at $0.015+ RI $0.08 My cost $0.095. Correct? Now Fintec @ $0.105. My buffer only $0.01 When RI of 1.8B added to the no of shares will the $0.01 margin be sufficient?
2/12/2020 11:10;5354_;OR so active why? Tan Sik Eek sapu?
2/12/2020 11:11;5354_;Last 2 days OR trade?
2/12/2020 11:13;5354_;1.5 sen OR cleared.
2/12/2020 11:13;5354_;20 sen Fintec come OR 1.5-2 sen good to buy.
2/12/2020 11:14;5354_;RJ87 wants to buy cheap? Fintec PA good for you haha.
2/12/2020 11:16;5354_;Gloves boss got interested in Fintec?
2/12/2020 11:17;Invest123;Tomorrow will be better
2/12/2020 11:18;5354_;AT PP winner cash out buy Fintec(mother, OR, PA) cheaper and better?
2/12/2020 11:20;maya1301;0.025 break..fly to the moon!
2/12/2020 11:21;Invest123;...as more will have subscribed.
2/12/2020 11:25;5354_;OR normally is burnt(even 0.005 many cannot sell) why Fintec OR opposite?
2/12/2020 11:45;Desmond Nah;wow OR got value...
2/12/2020 12:00;khpwwl;Lots ppl don't wan His OR, I also throw, n the sharks not eat mother shares at 0.110...mean, when or due... It will back to 0.95 n may below
2/12/2020 12:10;jlex11;"Guys , allow me to comment on one "" expert ""posting stating that Fintec will possibly incur a lose of RM250.0 million on focus shares for the 4Q. The facts as posted is totally inaccurate and do not reflect the actual position.
Focus shares was mark to market at RM2.20 in fintec 3Q financial statement. After this split ,the mark to market price is 73cts.
Now is is traded at appro.64 cts or appro. 11 cts loss per each shareholding.
However , the 'expert "" failed to include the ICPS and Warrant from the recent rights issue. The pricing of the the new Focus ICPS and Warrant will and should cover the difference for the mark to market valuation for th period ended 31st December 2020.
Please verify the facts before scaring off other newbie investors..
Cheers and good luck..."
2/12/2020 12:30;kevincentury;They can sell off focus to realise profit and buy back anytime at lower entry point...they are still the major shareholders with additional cash profit gained
2/12/2020 12:30;RJ87;"0.5mil shares 400% return
1mil shares of 100% return if OR sells at 2sen.
Regret didn't buy more at 0.5sen. I might not wait to exercise the RI. I take profit first.
No need wait mother share up 20sen. =P
5354_ RJ87 wants to buy cheap? Fintec PA good for you haha."
2/12/2020 12:32;jlex11;"Guys, if based on today focus price of say 63cts, the loss on the mark to market price as at today is 10 cts per shares or appro RM150.0 million. The focus ICPS and Warrant is expected to be listed tomorrow and pls do your own maths on the fintec portfolio holding in focus..... just for investors info...
Cheers,,"
2/12/2020 12:32;RJ87;PA rubbish. Nothing to see.
2/12/2020 12:32;PenguinDad;Fintec want to going into glove business why don't just buy Top Glove.
2/12/2020 12:37;jlex11;"PA is rubbish, really !!!!!!!!! ...I bet to disagree with it ...the excitement on PA will occur if Fintec hit 13cts or 14 cts....then the wild chase for PA will occur... let wait and see whether it will happen... PA has also other attractiveness only to those who knows about it
Cheers..."
2/12/2020 12:39;RJ87;"jlex say ""Fintec potentially report LOSS RM150MIL"".
see how jlex park the word loss far far far away from 150mil. hhahahaha =D
Go find out the difference between actual Market cap on 30Sept and going to be by 31 Dec
It's bery important to see apa focus market cap and worth of it's ICPS by end of Dec. If it's rubbish, no eye see on Feb report.
u will be looking 1000% QoQ loss. that's a good time to collect again. ahahahha
Like I say, it's still safe to hold until end of Dec la...No worries."
2/12/2020 12:53;donkey69;so is it a good opt to buy the right issue offered by Fintec ?
2/12/2020 13:00;Up_again;"This RJ87, share prices up suddenly say he got shares in Fintec
Spend one whole weak say Fintec bad zzzzzz"
2/12/2020 13:22;RJ87;"Relatively to what other opportunity fintec can offer...it is rubbish...*wink
WC is going to make PA damm unattractive. I will foresee heavy dumping on PA la.
It's 2 PA or 1PA + 8sen for one 13sen fintec share. I don't see much upside there. To get good upside, mother share needs to be above 16sen. U might as well ask what would OR, WC and Fintec returns? U know how to count or not?
Imagine if I have held 2mil shares of PA instead of MS. I'm getting jack shit now. No WC, no OR. Full effect of the dilution without the ""potential"" reward. And you tell me it's attractive. REALLLYYYYYY! There is no way, u can make a case where any Fintec price is going to benefit PA more than MS, OR or WC. Nope. Not one.
jlex11 PA is rubbish, really !!!!!!!!! ...I bet to disagree with it ...the excitement on PA will occur if Fintec hit 13cts or 14 cts....then the wild chase for PA will occur... let wait and see whether it will happen... PA has also other attractiveness only to those who knows about it
Cheers..."
2/12/2020 13:48;RJ87;"When are you hired for this job? Not suddenly. I already shared my playbook even before Fintec reports it's first profit. Don't be s*hai. Go scroll back.
I'm sharing the traps and opportunities. This way, we won't be stupid stupid slaughtered by sharks. We can swim along the sharks. Cos when u know when to take profit. Sharks profit will be less. Evidently, few operators employed by sharks aren't very happy la.
This operators are heartless. Step 1 is get u to buy in. I agree. Step 2 is to put you to slaughter. Every syndicates must hv an exit plan.
Up_again This RJ87, share prices up suddenly say he got shares in Fintec
Spend one whole weak say Fintec bad zzzzzz
02/12/2020 1:00 PM"
2/12/2020 13:58;RJ87;"My advice is manage ur exposure.
I made few rounds of money. So, the most if Fintec drop to 0 is lose what I gained.
Manage ur exposure. Assess you downside risk vs upside reward.
I can tell a good story how u can make alot of money if you do.
At the same time, can potentially LOSE EVEN MORE.
if OR got push up to 3-4sen. I will sell half and exercise half.
My downside risk will absorbed by profits from selling OR. And maybe collect cheaper if it drops to below 6sen after the exercise. That time, really big sorzai if buy PA. hahahahhaa
donkey69 so is it a good opt to buy the right issue offered by Fintec ?"
2/12/2020 14:37;Invest123;2.5 sen ...
2/12/2020 15:31;kkl123;"friends
fintec hold , aftet RI got show like AT
now go to FINTEC grandson up up AEM"
2/12/2020 15:47;Tedjfkdsj;Sell... Today 0.095
2/12/2020 16:03;Yiingb;Yes agree next AT, Hold tight Fintec rocket soooooooon
2/12/2020 16:18;Up_again;"RJ87, OR push to 3-4 cents, mother drop to 6 cents after exercise???
Looks like I am not the one living in the clouds.
Cheers, anyway some of us already profit multiple rounds from Fintec, so no need la condemn the company when make profit."
2/12/2020 16:31;RJ87;"Did I say they both happen concurrently? OR sells at 4 sen first and then MS may drop 6-7sens later. As if u gonna come say sorry when it does.
Feel free to stay either blind or dishonest. In dog eat dog world, there will no honest operators here.
Even 84 y.o old snake, at the end of his life still pulling con job and make a drama by visiting AT plant for show. Sigh.
Now u scroll back and realize i'm one of the few that made few rounds of money is it?
Up_again RJ87, OR push to 3-4 cents, mother drop to 6 cents after exercise???
Looks like I am not the one living in the clouds.
Cheers, anyway some of us already profit multiple rounds from Fintec, so no need la condemn the company when make profit.
02/12/2020 4:18 PM"
2/12/2020 16:32;Up_again;Not that free la hahahaa
2/12/2020 16:39;RJ87;"Go see the chart. For Malaysia in civic honesty index. Totally dishonest.
84 y.o still operating as con man.
https://science.sciencemag.org/content/365/6448/70.full?fbclid=IwAR3wU..."
2/12/2020 16:50;Alee31;Fainted allotted warrants c now,is yit worth yo subscribe?
2/12/2020 16:57;Alee31;Fintec
2/12/2020 17:47;JK22;Itu Nov punya cerita. Hari ini sudah December . 720mil boleh jadi 1mil saja...
2/12/2020 18:58;kkl123;"AT FINTEC fund go to grand son
AEM"
2/12/2020 19:00;Reap88;$720M only paper profit. Actual cash & cash equivalent only $11M with another $12M deposit with financial institutions. (As per latest QR financial results) With the amount of actual cash how to give interim dividend?
2/12/2020 19:08;kkl123;"ALAMA MA ma!
people complain unrealised profit
reap88. why not you go to HLBANK
realised profits 700m.go to buy
here discount fr 18 to 0.10!!
q at HLBANK 0.10lah!"
2/12/2020 19:31;gghaha;Erm gloves biz new coming ....intresting...:)
2/12/2020 19:53;Hotstuff;rubbish company with no solid business base just merely goreng stock and you buy into it. why don you throw your money into the sea?
2/12/2020 20:59;RJ87;"Can't u tell the difference? HLBANK profit appear in balance sheet. Next quarter likely more if not the same.
Fintec at the moment, quite sure QR in feb at the moment is -250mil loss. only way not to report loss is where Focus don't drop below RM5B market cap. At the moment standing at RM4B.
But but but...maybe they try to be asian version of Berkshire Hathaway.
kkl123 ALAMA MA ma!
people complain unrealised profit
reap88. why not you go to HLBANK
realised profits 700m.go to buy
here discount fr 18 to 0.10!!
q at HLBANK 0.10lah!
02/12/2020 7:08 PM"
2/12/2020 22:09;Stephen Baster;https://www.bursamalaysia.com/market_information/announcements/company...
2/12/2020 22:09;Stephen Baster;Fintec Glove and AT combo deal LOL
2/12/2020 22:10;Stephen Baster;If they really only got goreng credential, must give them hats up, cook story until cook glove factory out.
2/12/2020 22:21;HamsterHuat;"Frankly speaking, Fintec this time RI macam tahi.
Mother doesn't seem to go up...
OR suppose to be 3.5 cent become like shit.
Whoever convert OR, be better prepare , CUM 28 Dec....pray really hard that it don't drop below 8 cent...
Warrant just a candy so that whoever got OR die die must convert by paying 8 cent."
