"hwgb_urls_link","hwgb_urls_date_date","hwgb_urls_date_user","hwgb_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=82","Nov 11, 2020 6:50 AM","Plantermen","Sinopharm and Pzifer are both racing to be the first covid vaccine for mass inoculations. Every lab is testing testing round the clock for a antidote"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 9:11 AM","Superhotdog","Why drop"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 9:17 AM","areef67","So let me get this straight, vaccine news, vaccine counter drops like hell while other related counter shoots up. Seems legit~"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 10:11 AM","NPRA1985","SUICIDE halts Brazil trial of Chinese vaccine attacked by Bolsonaro
The trial’s organizers criticized Anvisa’s decision, saying they had not been notified in advance and that there was no reason to stop the trial.
Although a trial volunteer had died, it had nothing to do with the vaccine, Jean Gorinchteyn, Health Secretary for the state of Sao Paulo told a news conference on Tuesday.
“We had an external event that led to the regulator being notified,” Gorinchteyn said. “This vaccine is safe.”
Dimas Covas, the head of Sao Paulo’s medical research institute Butantan, which is conducting the Sinovac trial, said the vaccine had shown no serious adverse effects. Speaking at the same news conference, he said he hoped the trial would be resumed later on Tuesday or Wednesday.
Anvisa said the initial information it received from Butantan had not specified that the death was a SUICIDE.
https://www.reuters.com/article/us-health-coronavirus-brazil-sinovac/s..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 10:28 AM","NPRA1985","Vaccine trials in Morocco could END IN A WEEK
Administered to more than 100,000 people in China, vaccines developed by public entity SINOPHARM against Covid-19 are in their final stages of testing. Morocco, which is participating to the process, will launch an expanded vaccination campaign in the coming weeks.
Dr Yahyane stressed that these trials «have not been completed yet», but that «they have reached the final phase». They are also monitored by «a scientific and technical committee, made up of independent researchers, national and international authorities recognized on a larger scale by their scientific publications and appointed by the Ministry of Health».
Abdelhakim Yahyane told Yabiladi that on Thursday, November 5, the second presentation of these tests allowed the committee to analyze the progress of this process, which is «positive» and whose results will be announced soon. «We have already noted that there have been no major adverse effects and those which have been observed are very minimal, quite normal, as is the case for all other vaccines», he declared.
The third phase of the trials allows us to better understand the side effects of the vaccine, which would not have been identified during the first two stages of the tests. In September, the Chinese government and Sinopharm did not report any adverse effects. So far, none of the people who have been vaccinated have contracted Covid-19.
«We are impatiently awaiting the end of this process, which could probably HAPPEN BY NEXT WEEK, to then receive the results from the Chinese laboratory. The protocol indeed requires that the latter to finalize the analyses and define a protocol, with scientific methods, before they are approved by Morocco», added Dr. Abdelhakim Yahyane.
https://en.yabiladi.com/articles/details/101477/covid-19-update-chines..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 10:49 AM","Plantermen",".Believed China sinopharm get the vaccine out first"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 11:31 AM","Noobie123","China Sinopharm = Kanger"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 12:13 PM","VenFx","Tq Hwgb
Am waiting to re-visit again at 0.750
Dont know can pasang successfully not ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 1:42 PM","Dingdongbell","Price drop means collect more. Waiting at 75 too. Sold some at 79."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 5:04 PM","Kimly2","你好事做那么多，dont worry. it will come to cover your cost 1
Posted by VenFx > Nov 11, 2020 12:13 PM | Report Abuse
Tq Hwgb
Am waiting to re-visit again at 0.750
Dont know can pasang successfully not ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 5:18 PM","Superhotdog","Will up tomorrow?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 11, 2020 8:58 PM","night_shadow","Why all vaccine counters sendu? People dont want COVID to end is it? haha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 12:15 AM","NPRA1985","Brazil RESUMES trials of Chinese COVID-19 vaccine
Brazil on Wednesday RESUMED the trials of a Chinese COVID-19 vaccine after halting them on Monday over a mysterious death. The reported ""severe adverse event"" was later said to be not related to the vaccine but likely a suicide.
Brazil's National Health Surveillance Agency (Anvisa) announced on Wednesday morning local time to resume the trial of a vaccine candidate developed by Chinese firm Sinovac Biotech (Sinovac) .
It is unclear how the case triggered a sudden suspension of the trial but analysts suspect political involvement.
The Butantan Institute, a Sao Paulo-based sponsor of the trial, told the Global Times that it had sent notice of the volunteer's death to Anvisa on November 6. ""In conclusion, it was stated that the death was not related to the test vaccine,"" said the statement sent by the Butantan Institute.
https://www.globaltimes.cn/content/1206532.shtml"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 10:23 AM","growth_investor","egardless of what vaccine available, we need a cold environment for the transportation of vaccine. Kelington Group Berhad has been selling dry ice which is definitely a growing prospect for this company.
- We all know that for the current covid-19 vaccine developed from Pfizer, its storing temperature needs to be around -70C, even other vaccines developed by other companies need to be stored around -40C also. This is definitely boost the future prospect of this company.
- The company has all time high orderbook that is valued at RM386m due to demand that coming from industry such as semiconductor
- Their liquid CO2 plant is starting to show profit
At current price, KGB still has much space to grow in, not to mention future profitability"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 10:41 AM","Plantermen","WHO says China made vaccine just as effective vs Pzifer"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 3:13 PM","maxstore769","tomorrow UP"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 4:43 PM","Superhotdog","Agreed"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 6:08 PM","Squirtle","Huat ah!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 7:02 PM","khaiyangt","Huat ???"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 7:57 PM","NPRA1985","On the Covid-19 vaccine and development, he also thanked China’s contribution and support for Asean’s initiatives for public health emergencies.
“We look forward to the swift completion of the clinical trials of the vaccine, and appreciate (China’s) President Xi Jinping’s pledge to make the vaccine a ‘global public good’.
“On that note, Malaysia is appreciative of China’s commitment to prioritise Malaysia as a recipient, and we are now ready to receive successfully developed Covid-19 vaccines,” he said.
https://www.malaymail.com/news/malaysia/2020/11/12/malaysias-pm-calls-..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 8:24 PM","Superhotdog","Limit up huat ah"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 8:26 PM","Noobie123","PM has spoken..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 9:05 PM","night_shadow","Why do u guys think it’ll go up? What’s the new catalyst?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 9:08 PM","flyingtomoon2020","Hwgb gogogo"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 12, 2020 9:09 PM","flyingtomoon2020",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 9:17 AM","pejatrade","Haiiii laaa ho wah....u really got vaccine or not? Hmmm"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 10:21 AM","SharehlderOppression","Just like the gloves mania.
Only a matter of time before everyone starts jumping on the vaccine bandwagon."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 2:41 PM","Mikaelsafarwan","Damn counter haha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 3:32 PM","NPRA1985","Morocco presses ahead with vaccine campaign preparations
In implementation of Royal guidelines to roll out coronavirus vaccine for all, head of the government Saad Eddine El Othmani said that preparations are underway and the safety and health of citizens is a priority.
“Our country’s choice for a vaccine is based on the criteria of safety and efficiency,” said El Othmani at the weekly cabinet meeting held Thursday.
THE TRIALS HAVE SHOWN THE VACCINE TO BE ADOPTED BY MOROCCO TO BE SAFE AND EFFICIENT, HE SAID, ADDING THAT MOROCCO WORKS IN CLOSE COOPERATION WITH THE WORLD HEALTH ORGANIZATION to that end.
Morocco had taken part in trials for the Chinese SINOPHARM vaccine and has ordered doses of the R-Pharm vaccine developed under a contract from the UK’s AstraZenica, which produced a vaccine in collaboration with Oxford University.
https://northafricapost.com/45150-morocco-presses-ahead-with-vaccine-c..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 9:02 PM","NPRA1985","Dr. Fauci says it appears Covid strain from Danish mink farms won’t be a problem for vaccines
https://www.cnbc.com/2020/11/13/covid-dr-fauci-says-it-appears-outbrea..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 9:15 PM","NPRA1985","Exclusive: Indonesia to start mass COVID-19 vaccination THIS YEAR - President
Indonesia has sought emergency authorisation to start a mass vaccination campaign BY THE END OF THE YEAR to combat the coronavirus in the archipelago, the Southeast Asian nation’s president said on Friday.
In an interview with Reuters, President Joko Widodo, commonly known as Jokowi, said plans were already advanced to distribute the vaccine across the entire country.
Vaccines produced by China’s Sinovac and SINOPHARM are slated to be used in the early stages of the campaign. This year, the companies will provide 18 million vaccines, including 15 million that will be manufactured by Indonesia’s state-owned pharmaceutical company Bio Farma.
https://www.reuters.com/article/health-coronavirus-indonesia-president..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 9:52 PM","Jonathan Keung","Indonesia and Singapore started their vaccine program ahead of Malaysia"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 9:52 PM","NPRA1985","China National Pharmaceutical Group Corp (SINOPHARM), a Chinese state-owned enterprise, announced on Wednesday that data from late-stage clinical trials for its Covid-19 vaccine are «BETTER THAN EXPECTED», Reuters reported.
In Morocco, Dr. Abdelhakim Yahyane, a member of the National Scientific Advisory Committee on Vaccination, told Yabiladi earier this week that vaccine trials in the country «have REACHED THE FINAL PHASE».
We are impatiently awaiting the end of this process, which could probably happen BY NEXT WEEK
https://en.yabiladi.com/articles/details/101544/conducted-morocco-amon..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 10:23 PM","NPRA1985","Indonesia is set to become one of the first countries to roll out mass coronavirus vaccinations.
They'll do it by the end of the year, and use Chinese vaccines.
Vaccines produced by China's Sinovac and SINOPHARM will be used in its early stages.
https://news.yahoo.com/indonesia-poised-mass-vaccinations-president-12..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 13, 2020 11:51 PM","khaiyangt","Many good news for vaccines, but only hwgb going lower and lower."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 14, 2020 7:55 AM","lhakim","All vaccine retrace. There's wave to be completed. Once finish will shoot up"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 14, 2020 4:15 PM","maxstore769",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 15, 2020 3:13 PM","PKRPACA","genting turun, hwgb naik. action reaction left and right pockwt"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 12:14 AM","TunPika","Waiting to collect"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 10:03 AM","Mikaelsafarwan","Want to go out play somewhere else. This counter sucks. Haha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 10:15 AM","Jonathan Keung","This is bad . 3 -4 days in a row down { DJ up strongly }"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 12:29 PM","Mamurock","Even glove counter all red, vaccine counter also red? Hmm weird.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 2:52 PM","NIWV","is there an announcement?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 5:59 PM","TunPika","Bottle vaccine counter green... Nexgram"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 8:11 PM","Bursa Christopher","盘整吗？"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 8:15 PM","bravotwozero","https://www.theguardian.com/world/2020/nov/16/moderna-covid-vaccine-ca..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 11:34 PM","malysiabolehhh","PHASE IV CLINICAL TRIAL AGREEMENT OFFERS ENCOURAGING DEVELOPMENT IN THE COVID-19 VACCINE RESEARCH
https://www.nst.com.my/business/2020/11/641649/ho-wah-genting-inks-new..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 16, 2020 11:59 PM","night_shadow","https://www.nst.com.my/business/2020/11/641649/ho-wah-genting-inks-new...
How many vaccine agreements already this company signed but still difficult to fly why la? Malaysia a lot of anti vax meh? haha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 17, 2020 12:34 AM","Invicibletrader","Tomorrow gap up opening to RM 0.78, short term TP 1.5"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 17, 2020 12:46 AM","NPRA1985","China Claims COVID Vaccine Is 90% Effective, a Week after Pfizer Announcement
https://www.msn.com/en-us/health/medical/china-claims-covid-vaccine-is..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=83","Nov 17, 2020 1:41 AM","NPRA1985","State media claims China’s COVID-19 vaccine is 90 percent effective
China has jumped on the COVID-19 vaccine good news bandwagon – announcing that its jab has a similar efficacy rate as the one announced by Pfizer last week, according to a report.
https://nypost.com/2020/11/16/china-claims-its-covid-19-vaccine-is-90-..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 8:36 AM","GoUpUp","More and more announcements on vaccine progress
https://hwgbbiotech.com/news/view_news.php?news_id=108"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 9:21 AM","night_shadow","Something wrong with this counter, super duper good news also cannot fly much why?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 10:32 AM","thomh4","Because at this price it can fly higher, now sharks forcing impatient dude out of the game... So lesser resistance on Top later"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 10:39 AM","thomh4","US vaccines are efficient so let's see ;)"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 1:19 PM","Mamurock","I wait friday ini macam merah.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 7:54 PM","malysiabolehhh","HWGB Biotech Answers To The Call For Safe And Affordable Vaccine
http://hwgbbiotech.com/news/view_news.php?news_id=111"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 10:06 PM","JayC88","speak to any experts or any doctor friends you have. they will be able to tell u their opinion about this OPV thing. i am not claiming anything here."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 17, 2020 10:40 PM","night_shadow","Everyday kompang good news also still cant fly adoi probably a lot of anti vax in Malaysia huhu"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:26 AM","Plantermen","A lot of vaccine news but this HWGB still stuck at 73- 76 range. Air Asia and banks fly"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:45 AM","mikeym","This place will never fly, everyone else is using the specific corona vaccine lor. All the multBillion dollar pharma companies all got global experts, doing business for 100 years and all doing specific corona vaccine not polio (hwgb) vaccine mah. You ask ur self which vaccine you want to take for you and family...... the specific corona vaccine (pfizer, moderna, Astra zeneca, sinopharm) proven 90-95% effective or polio (hwgb) unproven vaccine............you mean hwgb company better than the real pharma company with only USD1 MILL investment and Can be pharma player in less 12 months meh when in march still manufacture cable. Don't kena CON la, use common sense...... That's why their stock go down when other REAL vaccine go up. This counter just for goreng....."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 11:37 AM","JayC88","dont you all realize this counter supposedly ""good"" news are almost always released during a ""good"" time? i wonder why. wonder only ah, not suggesting anything."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 3:53 PM","NPRA1985","Majority of Malaysians ready for Covid-19 vaccine, finds survey
https://www.thestar.com.my/news/nation/2020/11/18/majority-of-malaysia..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 4:05 PM","NPRA1985","Between Sinopharm, Sinovac and Cansino vaccine from China (all of which require storage 2-8C), Sinopharm is currently leading the vaccine race. Their phase III clinical trial is nearing completion and expected to be completed this month. Get ready to fly!!!
Malaysia telah memilih vaksin yang dihasilkan oleh China yang memerlukan suhu 2 hingga 4 darjah celsius sahaja kerana proses penghasilannya yang berbeza.
https://twitter.com/501Awani/status/1328930243294367744?s=19
------------------------
Malaysia telah memilih vaksin yang dihasilkan oleh china yang memerlukan suhu 2 hingga 4 darjah celsius sahaja kerana proses penghasilannya yang berbeza.
https://www.facebook.com/astroawani/videos/1298653727225272/"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 4:23 PM","NPRA1985","COVID-19: Usaha dapatkan vaksin dari China
https://www.astroawani.com/video-malaysia/covid-19-usaha-dapatkan-vaks..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 4:33 PM","NPRA1985","Finally Malaysia signed the vaccine agreement with China!! Good news!!
------------------
Formally signed the bilateral agreement on vaccine development and accessibility with Minister Wang Zhigang of China which will see Malaysia getting priority access for COVID-19 vaccines. This is part of the high-level bilateral committee under @HishammuddinH2O.
https://twitter.com/HishammuddinH2O/status/1328968127955296264?s=20"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 5:24 PM","NPRA1985","Malaysia and China sign pact over Covid-19 vaccine
https://www.thestar.com.my/news/nation/2020/11/18/malaysia-and-china-s..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 5:56 PM","GoUpUp","NPRA1985 Understand that you are heavily invested in Kanger and excited about it but out of respect to others please don't go to other's counter forum to promote your counter"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 6:12 PM","NPRA1985","@GoUpUp All this is public knowledge. Nothing to promote. Sooner or later everyone will read the news."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 6:22 PM","GoUpUp","NPRA1985 Your ""Go Go K*****"" is not promoting other counters?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 6:26 PM","NPRA1985","@GoUpUp Fine if it makes you happy, i will delete that statement but i wont remove the rest because it is public knowledge."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 6:27 PM","NPRA1985","@GoUpUp Ok deleted. Happy?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 8:07 PM","wmf081","Will it sail along tomorrow?im still on the ship..wondering if vaccine sectoral play in game,and not just focus on the Chinese vaccine only"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 8:09 PM","wmf081","*china"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:33 PM","GoUpUp","@NPRA1985 Thanks for your consideration bro. See you in the other chat group as I am on the Kanger ship too as I believe there will be enough to go around at least for the short term."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:35 PM","NPRA1985","@GoUpUp Good luck to both of us!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:38 PM","malysiabolehhh","Commencement Of Pivotal Phase IV Clinical Study: The Team Behind The Scene
https://hwgbbiotech.com/news/view_news.php?news_id=114"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:45 PM","GoUpUp","@ NPRA1985 Go Up Up!!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 9:47 PM","GoUpUp","Many (including myself) have questioned who is EBI and etc. Finally HWGB has released additional information on the key stakeholders behind the scenes working on the Phase 4 clinical trials. This should ease some worried minds. :)
https://hwgbbiotech.com/news/view_news.php?news_id=114"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 18, 2020 11:12 PM","Jonathan Keung","Yup. subscribe to their HWGB biotech newsletter update"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 19, 2020 12:59 AM","NPRA1985","@TitijayaMedical Titijaya is involved in distribution of medical and hospital equipment, not vaccines. Dont dream lolol
https://www.theedgemarkets.com/article/titijaya-teams-chinas-stateowne..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 19, 2020 2:36 AM","Sipekhuat",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 19, 2020 2:53 AM","NPRA1985","@Sikekhuat There is no published news article stating which vaccine developer is associated with Inix. After so long since 4 September there are still no news updates although the article back in 4 September mentioned ""A formal agreement on the deal is expected to be signed within weeks"" . Most probably whatever vaccine deal that Inix was trying to arrange has failed or been abandoned.
https://www.theedgemarkets.com/article/inix-early-talks-covid19-vaccin..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 19, 2020 6:22 AM","mikeym","I think titijaya medical history of medical distribution is better than history of manufacturing cable LOL.... Dont dream."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 19, 2020 7:18 AM","maxstore769","huhu"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 20, 2020 10:07 PM","NPRA1985","Tuberculosis and polio vaccines may offer temporary protection against SARS-CoV-2
https://www.news-medical.net/news/20200614/Tuberculosis-and-polio-vacc..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 20, 2020 11:34 PM","Jonathan Keung","US also testing and authorised the usage of this for emergency treatmemt usage"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 21, 2020 9:19 AM","maxstore769",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 21, 2020 10:27 AM","Plantermen","We are buying China make vaccine not America Agreement already signed by KJ"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 22, 2020 11:57 PM","NPRA1985","Regardless, the budget for Covid-19 Vaccines is secure. Hence, nothing to worry for Covid-19 vaccine related counters.
---------------
The MPs told Malaysiakini that in the event Budget 2021 was not passed, ARTICLE 102 of the FEDERAL CONSTITUTION could be invoked to table a separate bill to authorise essential spending.
Essential spending could include civil servant emoluments and HEALTHCARE EXPENSES needed to battle the Covid-19 pandemic.
https://www.malaysiakini.com/news/551768"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 6:19 AM","mikeym","You guys don't understand vaccines, not all vaccines are the same, please ask which doctor will use polio vaccine for covid19....... Aiyo, Pfizer has already planned fire vaccination of frontliners by 12 Dec. Only specific vaccine counters are rallying not any vaccine counters. Based on this article below,
https://www.news-medical.net/news/20200614/Tuberculosis-and-polio-vacc...
If you are MOH gov, might as well use TB vaccine which is already currently used for kids born and at 12 years old. Nothing special, same thing with OPV, it's already available in the market la. It's not exclusive to HWGB...... Check the current MOH drug list below, available on the net:
https://www.google.com/url?sa=t&source=web&rct=j&url=https...
Nothing special about hwgb polio vaccine ma, the MOH can use existing if they think it would help ma.........."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 6:31 AM","mikeym","Sorry look at item No.1247 in MOH list attached,
https://www.google.com/url?sa=t&source=web&rct=j&url=https...
Already there AVAILABLE ma....... Nothing special, even if new indication they can use this already on the official MOH drug list.... small change at our drug control authority"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 1:32 PM","thomh4","howah breaking resistance soon bois. Fasten your seatbelt."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 1:44 PM","NPRA1985",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 2:26 PM","Dingdongbell","Yea good news. Thank you"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 7:13 PM","Yang Addison","news is good price is bad。"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 9:27 PM","NPRA1985","The vaccine, developed with the University of Oxford, showed an average efficacy of 70% in preventing the coronavirus, according to the company. However, that is an average of two dosing regimens — one involving two full doses at least a month apart that proved to be 62% effective. A second regimen, involving a half dose followed by a full does at least one month later was 90% effective, the company said.
https://www.wgbh.org/news/science-and-technology/2020/11/23/u-k-corona..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 9:37 PM","malysiabolehhh","HO WAH GENTING BERHAD OBTAINED MOH’S APPROVAL FOR PCR TEST KITS AND FIRST SALES TO THE MARKET
https://hwgbbiotech.com/news/view_news.php?news_id=122"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 9:57 PM","maxstore769",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 10:12 PM","NPRA1985","Asian shares rise as vaccine hopes inject relief
https://www.channelnewsasia.com/news/business/asian-shares-rise-as-vac..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=84","Nov 23, 2020 10:49 PM","Boneka","Test Kits has lost abit of its spark.
The in-thing now is vaccines, ie Kanger & Solutn."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 3:10 AM","NPRA1985","BN utama kepentingan gabungan, suara akar umbi
Ditanya sama ada BN akan kekal memberi sokongan kepada Belanjawan 2021 secara bersyarat seperti yang diumumkan sebelum ini, Hishamuddin berkata, itu adalah keputusan parti setakat ini.
https://www.bharian.com.my/berita/nasional/2020/11/757537/bn-utama-kep..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 10:19 AM","mikeym","Easy, nows the time to SELL HWGB and BUY KANGER, SOLTN for Short Term and Long Term returns more sustainable. Ive heard news that another company bring in COVID19 test kit with results in 15mins on the spot, product from overseas. Switch NOW. Before too late......"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 10:20 AM","mikeym","Take my advice, save your money....while you still can"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 11:12 AM","mikeym","Malaysian home grown COVID19 test kit LAUNCHED and CHEAPER
https://www.bernama.com/en/general/news.php?id=1885096"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 11:12 AM","mikeym","aiyo"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 12:45 PM","orange 888","does hwgb still deal with vaccine?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=85","Nov 24, 2020 7:02 PM","malysiabolehhh","CONTRIBUTE TO EASE THE SPIKE OF COVID-19
http://hwgbbiotech.com/news/view_news.php?news_id=124"
