"maybank_url_link","maybank_url_date_date","maybank_url_date_user","maybank_url_date_comments"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 7:44 PM","masterus","The White Power invisible hand will reaches Myanmar soon. After Afghanistan, Iraq and Syria. Now Myanmar next. Next invasion may start."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 7:45 PM","masterus","YANGON: Myanmar troops fired at anti-coup protesters on Wednesday (Apr 7), killing at least 13 people and wounding several, a media outlet said, as a series of small blasts hit the commercial capital Yangon and a Chinese-owned factory was set on fire."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 10:31 PM","FakeVaccines","i just come help u all ikan bilis
don’t wait big shark leave here u just cry .
Bluechip is no power at all now
because covid Cases is time to break new high"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 10:42 PM","Inikalilah999","Got dividend protection abang...."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 11:10 PM","stkoay","https://www.malaymail.com/news/money/2021/04/12/research-firms-remain-...
By end-2025, the group aims to achieve a return on equity of between 13 per cent and 15 per cent, cost-income (CI) ratio of not more than 45 per cent, earnings per share of over 100 sen and dividend payout ratio of up to 60 per cent.
AmInvestment Bank has maintained its “Buy” call on Maybank with a revised fair value of RM10.10 per share from RM9.80 previously. RHB Investment Bank has also kept its “Buy” call on Maybank with a 20.6 per cent upside on the target price at RM10."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 11:12 PM","stkoay","https://klse.i3investor.com/servlets/ptres/59261.jsp
MAYBANK is our Top Pick for the banking sector for its most favourable risk-to- reward with the highest dividend yield in the industry paired by solid ROE prospects. Its market leading position in loans and deposits should prove beneficial in an economic recovery phase while its CASA-to-deposit ratio of c.40% would ease access to funds.
Maintain OUTPERFORM with a higher TP of RM10.60 (from RM8.75)."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 14, 2021 11:19 PM","stkoay","https://www.theedgemarkets.com/article/maybank-says-fiveyear-strategy-...
TA Securities Holdings Bhd analyst Wong Li Hsia said TA foresees robust earnings growth potential for Maybank, thanks to its established regional presence, which will allow the bank to tap into rising ASEAN trade and cross-border opportunities.
""[There is] no change to our earnings estimates (for Maybank). We maintain Maybank’s TP at RM10.80. Our valuation is based on an implied P/BV (price-to-book value) of about 1.38 times based on the Gordon Growth Model. With that, we reiterate our 'buy' recommendation on the stock,” she said."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 8:07 AM","FakeVaccines","World covid cases 800k !!!!!
india 200k !!!!!!
Break new high soon
malaysia also keep raising!!!
Wave 4 coming!!!
Vaccine is useless???????????????
Run run run
Bluechip recover stock Crash soon"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 8:08 AM","FakeVaccines","7 is coming soon!!!
Stock market crash soon"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 8:25 AM","CovidWave4","Agree . better don’t touch Bluechip stock NOW !
Covid wave 4 coming
All Stock will drop like water fall soon"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 8:56 AM","OnTime","LOL world coming to an end soon"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:27 AM","Inikalilah999","Already wave 4 u still don't know how to live with covid? So u expect another mco?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:29 AM","tollebunsmith","top this foolish talk... Anyone here attending the AGM?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:29 AM","tollebunsmith","I cant attend cos i gotta pay to watch...and i cant afford to pay,"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:30 AM","tollebunsmith","SO breif us pls those who are at the AGM"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:43 AM","ShareShaker","anyone able to join the AGM? tried to find on tricor but couldn't find it"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:44 AM","ESPESP","Not able to find also"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 9:48 AM","ilovesoya","same here, cannot find the link"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:07 AM","Willy Lye","got problem"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:07 AM","rookieboy98","agm started?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:08 AM","FLINV","I can't log in TIIH connection issue =="""
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:08 AM","ESPESP","Can only vote.. xD"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:09 AM","tollebunsmith","1. shares must be registered under your own name
2. Today too late already.. u should have registered before today,
3. To familiarise urself.. here is the web address/"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:09 AM","tollebunsmith","2. Shareholders/proxies who wish to receive the door gift are required to open a MAE Account. Please
refer to Appendix 1 on how to open a MAE Account. If you encounter any issue opening a MAE
Account, please contact Maybank Group Customer Care Hotline at: 1-300 88 6688 (Malaysia) /
+603-7844 3696 (overseas) or send email to mgcc@maybank.com.my"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:09 AM","tollebunsmith","4. Cash will be credited to the MAE Account of eligible shareholders/proxies within five (5)working days
after the AGM (for existing MAE Account holder) or within five (5) working days after opening a MAE
Account (for new MAE Account holder)."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:11 AM","tollebunsmith","Shareholders who wish to participate at the 61
st AGM may do so using the Remote Participation and
Voting (“RPV”) facilities to be provided by the appointed share registrar for this AGM, Tricor Investor
& Issuing House Services Sdn Bhd (“Tricor”). To participate, shareholders are required to register via
Tricor’s TIIH Online website at https://tiih.online prior to the meeting. For more details, please refer
to the Procedures for RPV as set out in Appendix 2.
2. The RPV facilities will be made available on Tricor’s TIIH Online website and open for registration
from Wednesday, 17 March 2021 until such time before the voting session ends at the 61st
AGM on Thursday, 15 April 2021."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:12 AM","tollebunsmith","Enquiry
If shareholders have any enquiries prior to the meeting, please contact Tricor during office hours from
Mondays to Fridays from 8.30 a.m. to 5.30 p.m. (except for public holidays):
Tricor Investor & Issuing House Services Sdn Bhd
General Line : +603-2783 9299
Fax Number : +603-2783 9222
Email : is.enquiry@my.tricorglobal.com"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:13 AM","tollebunsmith","if u need more help.. refer to this address
https://www.maybank.com/iwov-resources/corporate_new/document/my/en/pd..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:14 AM","tollebunsmith","AND finally , tell me the bloody DRIP price as soon as possible."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:15 AM","derricksyl","AGM started ......."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:16 AM","leekokwan","Why got REMOTE VOTING only? No LIVE STREAM MEETING?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=285","Apr 15, 2021 10:17 AM","ESPESP","after vote.. u click the live stream.. it will say privacy issue"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:18 AM","FLINV","Voting halfway pop up ""...unknown error"" , hahaha"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:18 AM","fightingdragons","Let us know the Ex-Date TQ guys"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:20 AM","FLINV","Forget this AGM go for CIMB AGM"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:20 AM","CHHu","lol, tiih online website down."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:21 AM","tollebunsmith","and if u want to screw Maybank do it to the following: one indian , one chinese so as not to be racist
Ms. Jeeva Arulampalam
Head, Group Investor Relations
Contact: (6)03-2074 8017
Ms. Ng Ee Laine
Manager, Group Investor Relations
Contact: (6)03-2074 8582
Both are ancient... probably before the pyramids"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:24 AM","fightingdragons","Lots of MBB holders selling at buyer's price today. Today still need to press down the price?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:24 AM","ESPESP","check email :-)
Tricor send email to say sorry"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:26 AM","CHHu","Dear Sir/Madam,
We are aware that RPV participants are unable to login to TIIH Online now and the reason is due to technical issue.
We are addressing the issue now and in view of this there will be a delay to convene the AGM.
Please stay tuned for our further update. Sorry for the inconvenience caused.
Thank you.
Regards
Administrator
TIIH Online"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:29 AM","leekokwan","Mean meeting delaying now? LOL"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:43 AM","wjleong15","every agm tricor repeat the same thing
since last year ytl ytl power mbsb aax all got issues
meaning tricor never upgrade their facilities and learn from lesson"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:45 AM","tollebunsmith","Dear Sir/Madam,
We are aware that RPV participants are unable to login to TIIH Online now and the reason is due to technical issue.
We are addressing the issue now and in view of this there will be a delay to convene the AGM.
Please stay tuned for our further update. Sorry for the inconvenience caused.
Thank you.
Regards
Administrator
TIIH Online"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:46 AM","tollebunsmith","compare zam and tay and decid the master race"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:46 AM","tollebunsmith","lousy mbb run by lousy zam"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:46 AM","tollebunsmith","meritocrazy"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:48 AM","fightingdragons","Haha still haven't start meeting?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:51 AM","BilisMrJ39","This Tricor really waste my time. Give up on AGM"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:59 AM","tollebunsmith","why public bank no issue wan?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:00 AM","tollebunsmith","tri cor run by sonlap group? probably the jamban guy or sahid ibrahim"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:01 AM","tollebunsmith","u can pray for songlap many times a day"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:02 AM","tollebunsmith","dont worry what price they buy or sell.. as long as we make money.. who cares.. they play with their own deek, right hand then left hand.. nothing meaningful... just pakat buy pakat sell among themselves"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:17 AM","ilovesoya","lol just called tricor and they says will email to inform when the agm starts..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:34 AM","Hrimfaxi0099","ya, this tricor system really waste time, at least show the issue notice on the main page or send email to participants, so we no need keep waiting & refresh page for join AGM.
just called then only know got issue, no even saw 1 notice or email to inform us about this problem."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:38 AM","Offred","Dear Sir/Madam,
Further to our earlier email, we regret to inform you that Malayan Banking Berhad's (""MAYBANK"") AGM will be re-scheduled to another time and date to be determined by the Board of Maybank, due to the technical issues faced by our (Tricor) system.
We will keep you posted of the details of the re-scheduled AGM in due course."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 11:41 AM","wjleong15","So our vote counted or not? I waiting for the door gift leh"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 12:00 PM","masterus","https://m.youtube.com/watch?v=1HmGLV46L60"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 12:02 PM","fightingdragons","Postponement smells like manipulation"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 12:18 PM","ShareShaker","really shit system, this is what happened when someone manipulated the market, honestly a college student can write similar system and works better"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 12:49 PM","Tokay111","At least CIMB wan still ok"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 12:56 PM","xxxx","Heads must roll at Tricor."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 1:20 PM","tollebunsmith","deswai singapore dint want to be a part of us.. see them prosper rm3 = sg1"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 1:22 PM","tollebunsmith","these liars will say.. that is a good thing boleh jual murah and most buggers are all so dumb they believe that whales like rosema lives on land"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 1:23 PM","tollebunsmith","notes for bloomerg: see where it got you when u include maybank in ur list of fav stocks... they cant even pess straight"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 1:24 PM","tollebunsmith","bloomberg: compare zam run copany and tay ran company.. MBB vs PBB"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 1:35 PM","AllYouCanBuy","What DRP price is good enough to subscribe please?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 1:41 PM","apprentice","7.60 and below"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 2:30 PM","AllYouCanBuy","7.60?? How to go down so low?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 3:22 PM","getingreal","Sh__ happens that is beyond the Boards control! Take off a few heads to set an example and to ensure this shi_ does not happen again. If it does, then the Board must take responsibility."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 3:58 PM","tollebunsmith","KUALA LUMPUR: Malayan Banking Bhd (Maybank) has postponed its virtual 61st annual general meeting (AGM) scheduled this morning due to technical issues faced by the remote participation and voting facility provider, Tricor Investor and Issuing House Services Sdn Bhd, the first one for the banking group.
This is arguably also the first occurrence involving Malaysia's corporate.
In a statement today, Maybank chairman Tan Sri Datuk Sri Zamzamzairani conveyed the bank's deepest apologies to all shareholders for the inconvenience caused and would be notifying them of the new meeting date in due course.
""We appreciate that our shareholders had taken time to try to login today to follow the proceedings of the meeting and wish to assure all of them that we will be reaching out to them to update them of the next meeting arrangements,"" he said in a statement today.
By Farah Adilla - April 15, 2021 @ 1:13pm
New Straits Times"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 4:19 PM","masterus","Myanmar junta taps Russian air power to bomb ethnic rebels
Military raids on Karen and Kachin states sow 'terror' in anti-coup strongholds"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 4:43 PM","masterus","Maybank established our presence in Myanmar in 1994 when we set up our Yangon Representative Office.
With the opening of Myanmar banking system, Maybank successfully obtained a full branch banking license in 2014 and commenced our banking operations on August 3, 2015.
Maybank is the only Malaysian Bank to be granted a banking license by the Central Bank of Myanmar.
Maybank Yangon Branch offers wholesale banking services serving foreign corporates/companies, joint ventures, local corporates and Myanmar domestic financial institutions."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 4:45 PM","masterus","Maybank provides full commercial and corporate banking services including financing solutions in Myanmar–The Golden Land."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 6:42 PM","getingreal","AGM re-scheduled... ok... give us a date."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 15, 2021 10:56 PM","kfbusjd","another qr result coming next month. Dividend paid after next qr result? WTF"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 12:09 AM","Money122","Gold price up ...then will be down"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 9:16 AM","getingreal","What is happening? No date for new AGM, no announcement on Dividend, no info on DRP pricing, no Ex date, no payment date. Does the Board not know that markets do not like uncertainties. See what's happening to the share price!"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 9:42 AM","charliecharlie","time to top up."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 9:52 AM","tollebunsmith","zam bodo resign laa"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 10:08 AM","Inikalilah999","If not happy can vote against the resolution for director appointment hahahaha"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 12:14 PM","tollebunsmith","I propose Tay"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=286","Apr 16, 2021 12:14 PM","tollebunsmith","Tay replace zam"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 12:15 PM","tollebunsmith","zam bodo agm also fail.. makan budu only pass"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 1:07 PM","newkidonblock","Good afternoon. I am new to share market. Have a question here - i missed the registration to participate in AGM last time. Now that it is re-scheduled, can i register now and be eligible for the door gift?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 2:18 PM","Keyman188","CEO of world’s largest money manager: ‘I am incredibly bullish’ on the stock market
(PUBLISHED THU, APR 15 20218:48 AM EDTUPDATED THU, APR 15 202111:44 AM EDT)
~ BlackRock CEO Larry Fink noted that a host of factors are likely to propel markets higher in the near term, even as the S&P 500 and the Dow hover near record levels.
~ “I believe because of monetary stimulus, fiscal stimulus, the cash on the sidelines, earnings, the markets are OK. Markets are going to continue to be stronger,” he predicted.
BlackRock CEO Larry Fink said Thursday he’s optimistic about financial markets as the economy attempts to recover from the coronavirus pandemic.
“I am incredibly bullish on the markets,” Fink said in an interview on CNBC’s “Squawk Box.” He noted that a host of factors are likely to propel markets higher in the near term, even as the S&P 500 and Dow Jones Industrial Average hover near record levels.
“I believe because of monetary stimulus, fiscal stimulus, the cash on the sidelines, earnings, the markets are OK. Markets are going to continue to be stronger,” said the co-founder and chairman of the world’s largest asset manager.
“A big reason why there’s so much cash sitting on the sidelines during Covid and during remote working our behaviors have changed dramatically,” Fink explained, noting the amount of money many commuters are saving by not going into work.
“Whether the money is coming from a stimulus check or is coming from savings or behavior changes for savings, I think it’s fantastic that we’re seeing more people either investing for the long term or even trading,” he added.
Fink also commented on BlackRock’s institutional client base, which includes pensions funds, saying climate change and inflation risk are bigger concerns to them than cryptocurrencies.
Fink on Covid vaccines, budget deficits
The BlackRock CEO cautioned near-term risks to the stock market do exist. Fink said the arrival of coronavirus variants that dramatically reduce the effectiveness of Covid vaccines is the biggest one.
Long term, Fink said, the government deficit — which has grown as the U.S. Congress passed trillions of dollars worth of pandemic stimulus to support the economy— poses a more of a threat.
“Deficits right now are not a big issue, and that’s what the markets are saying,” Fink contended. “They’re not a big issue because the amount of money that’s on the sideline, the amount of capital that is trying to be put to work.”
However, Fink said the strength of the economy in the years ahead could change his outlook.
“If we don’t have economic growth that is sustainable over the next 10 years — and I’m saying economic growth that is above 3% — our deficits are going to matter, and they are going to elevate interest rates at some time,” he said.
Fink’s comments came after BlackRock reported first-quarter results that beat Wall Street expectations. The company’s assets under management also increased to just over $9 trillion, up 39% from $6.47 trillion in the same quarter a year ago.
## https://www.cnbc.com/2021/04/15/blackrock-ceo-larry-fink-says-hes-incr..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 2:19 PM","Keyman188","Since market so depression...Keyman188 spread more great great boost news...
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 3:46 PM","tollebunsmith","zam so stupit that he cant change his underwear ,, so how to expect him a mara grad to hold an agm?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 4:46 PM","tollebunsmith","foreign funds selling now,,, see what zam did with his stopit tricor.... good ... zam resign now."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 4:48 PM","tollebunsmith","3.8 mil at 4.45pm.. so at 4.50pm.. how many shares thrown out?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 4:51 PM","tollebunsmith","4.7 means about a million at 8.27.... dead share this mbb , all because of zam.... just go home tanam jagung"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 5:13 PM","kfliau","Have to thank FakeVaccines to alert me of this toothless tiger. I switched all to Comfort 2 days ago and now sitting on 100k paper gain"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 5:14 PM","Dividendplayer","Starting to lose confidence with this counter and management. AGM also can fail ? This penny stock or what? Brag of big dividend, but till now still no new AGM date ,ex date or price set. Its no wonder big players dropping like hot potato. Foreign funds with start exiting in a big way if this management don't start acting professionally. Wheres the accountability ? Really bad decision buying MBB."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 16, 2021 9:29 PM","melanie1818181818","LOL laugh die ppl
s.tu.pid id.i,ot
So desperate to create another Id to agree with yourself
LOL need to ask ppl to support gloves then say directly
No need drama here pu..ssy
kfliau Have to thank FakeVaccines to alert me of this toothless tiger. I switched all to Comfort 2 days ago and now sitting on 100k paper gain"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 8:23 AM","kfliau","Hello. This is not a fake i.d. Please check my comments, already 1264. I was holding 102000 shares of Maybank and expected the price to go up towards the agm but sadly it remained at around 8.31 which is my cost after holding for about 1 month. I really can't stand the majority shareholder ASB selling everyday by the millions. Not pushing up to support the price is already Bad enough, selling heavily some more. I lost in terms of opportunity cost which I find not wise. I may come back towards the dividend ex date as from the price pattern, I don't think it can go very far"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 8:50 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 10:53 AM","Inikalilah999","Everyday dispose million of shares but price still remain."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 11:50 AM","cikmuda","Maybank is not for you if your risk appetite is high or looking to make quick & big capital gains. This is a counter akin to a FD with high dividend yield. It is stable & “boring”. Is the type of stock you invest in and only look at it every once in awhile. You can’t monitor the price fluctuations everyday or else you’ll just end up frustrated."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 12:20 PM","kfliau","Agreed Cikmuuda. I will come back whenever just before dividend is ex and run out after it goes back to original price"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 1:21 PM","stkoay","This is for long term hold and not for short term trading.
Dividend yield better than FD, ASM and ASB.
Very boring but safe....can sleep peacefully at night."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 1:21 PM","Alfonso","this harimau so strong, short term can do nothing but dividend not bad"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 1:24 PM","stkoay","After 2nd April, ASB has not sold anything till 13th April, when it sold small amount 414,600 shares.
https://klse.i3investor.com/insider/substantialShareholder/1155/06-Apr...
https://klse.i3investor.com/insider/substantialShareholder/1155/15-Apr..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 3:09 PM","Inikalilah999","Anyhow price will remain around there for drp. It has been around 8.2 to 8.4 for a long time."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 3:25 PM","kfliau","https://www.bursamalaysia.com/market_information/announcements/company...
Sold another 1.32 million on 14th"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 5:55 PM","Ong Guan Jun","Maybank no dividend announcement?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 6:42 PM","3101575000","Don’t worry sure will have dividend. Not yet announce payment date"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 17, 2021 7:08 PM","Tedinvestor","The biggest bank , biggest capitalisation klse stock, top blue chip counter had nothing to worry. Just hold it for long-term and you won't regret."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 18, 2021 8:46 AM","xxxx","Worry? It's more disappointment the way the Agm went."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 18, 2021 3:24 PM","danielong1982","i hope to collect again at rm7.8 level"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 18, 2021 10:45 PM","stkoay","""The total of 40 health workers infected with Covid-19 compared to 438,000 individuals who have completed two doses of the vaccine is a very small percentage.
""This is because 99.9% of the individuals who have completed the two doses of the vaccine are not infected even though they are frontline workers who deal with Covid-19 patients on a daily basis,"" he said in a statement on Sunday (April 18).
https://www.thestar.com.my/news/nation/2021/04/18/covid-19-number-of-i..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 19, 2021 11:19 AM","getingreal","Again:- What is happening? No date for new AGM, no announcement on Dividend, no info on DRP pricing, no Ex date, no payment date. Does the Board not know that markets do not like uncertainties. See what's happening to the share price!"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 19, 2021 11:25 AM","tollebunsmith","lousy ceo,, cant even p*ss straight into toilet bowl ... better ask tay to take over... he can go to makan kangkong"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 19, 2021 12:26 PM","masterus","Gold Price Analysis: Bulls come up for their last breaths?
April 19, 2021 01:14 GMT | By Ross J Burland
Gold Price Analysis: Bulls come up for their last breaths?
Gold bulls taking the lead in the open and price moves to test resistance.
Key support holding thus far, bulls on track for 1,795 target."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 19, 2021 12:33 PM","masterus","Beijing jumps back to bullion buying, USD remains depressed…
After multiple months of sluggish buying of gold, China is back to the game and recently eased restrictions for banks importing the bullion, per Reuters. The news hints at around 150 tons of gold imports versus the recent average of 10 tons and the year 2019 buying of 75 tons per month. Also in the line were chatters of India’s record gold buying of near 160 tons in March. It’s worth mentioning that India and China are the world’s biggest gold consumers and hints of increased buying from the key customers should help the bullion that recently cheered the US dollar weakness."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=287","Apr 19, 2021 2:38 PM","kfliau","Is this a tiger or pussy cat? Lol"
